grid,m,dt,seed,epoch,gamma,sV
knee,26,6,140,55,16.0,0.0
knee,26,6,140,56,15.0,0.0
knee,26,6,140,57,15.0,0.0
knee,26,6,140,58,15.0,4.0
knee,26,6,140,59,16.0,4.0
knee,26,6,140,60,15.0,5.0
knee,26,6,140,61,15.0,1.0
knee,26,6,140,62,15.0,1.0
knee,26,6,140,63,16.0,3.0
knee,26,6,140,64,16.0,1.0
knee,26,6,140,65,15.0,4.0
knee,26,6,140,66,15.0,3.0
knee,26,6,140,67,16.0,2.0
knee,26,6,140,68,16.0,1.0
knee,26,6,140,69,16.0,2.0
knee,26,6,140,70,16.0,2.0
knee,26,6,140,71,16.0,12.0
knee,26,6,140,72,16.0,16.0
knee,26,6,140,73,18.0,6.0
knee,26,6,140,74,18.0,9.0
knee,26,6,140,75,18.0,6.0
knee,26,6,140,76,18.0,13.0
knee,26,6,140,77,18.0,12.0
knee,26,6,140,78,18.0,8.0
knee,26,6,140,79,18.0,0.0
knee,26,6,140,80,21.0,1.0
knee,26,6,140,81,21.0,3.0
knee,26,6,140,82,20.0,6.0
knee,26,6,140,83,20.0,2.0
knee,26,6,140,84,18.0,4.0
knee,26,6,140,85,18.0,0.0
knee,26,6,140,86,18.0,0.0
knee,26,6,140,87,18.0,6.0
knee,26,6,140,88,18.0,18.0
knee,26,6,140,89,18.0,18.0
knee,26,6,140,90,17.0,17.0
knee,26,6,140,91,20.0,6.0
knee,26,6,140,92,20.0,7.0
knee,26,6,140,93,20.0,16.0
knee,26,6,140,94,20.0,17.0
knee,26,6,140,95,22.0,21.0
knee,26,6,140,96,22.0,3.0
knee,26,6,140,97,22.0,0.0
knee,26,6,140,98,21.0,0.0
knee,26,6,140,99,23.0,2.0
knee,26,6,140,100,24.0,2.0
knee,26,7,121,50,9.0,9.0
knee,26,7,121,51,9.0,9.0
knee,26,7,121,52,9.0,9.0
knee,26,7,121,53,9.0,9.0
knee,26,7,121,54,9.0,9.0
knee,26,7,121,55,9.0,6.0
knee,26,7,121,56,9.0,0.0
knee,26,7,121,57,9.0,0.0
knee,26,7,121,58,9.0,3.0
knee,26,7,121,59,9.0,5.0
knee,26,7,121,60,9.0,3.0
knee,26,7,121,61,9.0,3.0
knee,26,7,121,62,9.0,1.0
knee,26,7,121,63,9.0,2.0
knee,26,7,121,64,9.0,2.0
knee,26,7,121,65,9.0,1.0
knee,26,7,121,66,9.0,2.0
knee,26,7,121,67,9.0,3.0
knee,26,7,121,68,9.0,1.0
knee,26,7,121,69,9.0,0.0
knee,26,7,121,70,9.0,4.0
knee,26,7,121,71,9.0,2.0
knee,26,7,121,72,9.0,2.0
knee,26,7,121,73,9.0,3.0
knee,26,7,121,74,9.0,2.0
knee,26,7,121,75,9.0,2.0
knee,26,7,121,76,9.0,3.0
knee,26,7,121,77,9.0,3.0
knee,26,7,121,78,9.0,3.0
knee,26,7,121,79,9.0,3.0
knee,26,7,121,80,9.0,3.0
knee,26,7,121,81,9.0,1.0
knee,26,7,121,82,9.0,3.0
knee,26,7,121,83,9.0,4.0
knee,26,7,121,84,9.0,1.0
knee,26,7,121,85,9.0,2.0
knee,26,7,121,86,9.0,4.0
knee,26,7,121,87,9.0,3.0
knee,26,7,121,88,9.0,0.0
knee,26,7,121,89,9.0,2.0
knee,26,7,121,90,9.0,2.0
knee,26,7,121,91,9.0,4.0
knee,26,7,121,92,9.0,1.0
knee,26,7,121,93,9.0,2.0
knee,26,7,121,94,9.0,3.0
knee,26,7,121,95,9.0,0.0
knee,26,7,121,96,9.0,3.0
knee,26,7,121,97,9.0,4.0
knee,26,7,121,98,9.0,2.0
knee,26,7,121,99,9.0,0.0
knee,26,7,121,100,9.0,1.0
knee,26,7,122,50,7.0,1.0
knee,26,7,122,51,7.0,0.0
knee,26,7,122,52,7.0,7.0
knee,26,7,122,53,7.0,7.0
knee,26,7,122,54,7.0,7.0
knee,26,7,122,55,7.0,0.0
knee,26,7,122,56,7.0,0.0
knee,26,7,122,57,7.0,0.0
knee,26,7,122,58,7.0,1.0
knee,26,7,122,59,7.0,0.0
knee,26,7,122,60,7.0,1.0
knee,26,7,122,61,7.0,3.0
knee,26,7,122,62,7.0,2.0
knee,26,7,122,63,7.0,0.0
knee,26,7,122,64,7.0,2.0
knee,26,7,122,65,7.0,0.0
knee,26,7,122,66,7.0,0.0
knee,26,7,122,67,7.0,3.0
knee,26,7,122,68,7.0,3.0
knee,26,7,122,69,7.0,1.0
knee,26,7,122,70,7.0,2.0
knee,26,7,122,71,7.0,0.0
knee,26,7,122,72,7.0,1.0
knee,26,7,122,73,7.0,1.0
knee,26,7,122,74,7.0,2.0
knee,26,7,122,75,7.0,0.0
knee,26,7,122,76,7.0,2.0
knee,26,7,122,77,7.0,2.0
knee,26,7,122,78,7.0,1.0
knee,26,7,122,79,7.0,0.0
knee,26,7,122,80,7.0,2.0
knee,26,7,122,81,7.0,1.0
knee,26,7,122,82,7.0,1.0
knee,26,7,122,83,7.0,0.0
knee,26,7,122,84,7.0,1.0
knee,26,7,122,85,7.0,1.0
knee,26,7,122,86,7.0,0.0
knee,26,7,122,87,7.0,1.0
knee,26,7,122,88,7.0,0.0
knee,26,7,122,89,7.0,3.0
knee,26,7,122,90,7.0,0.0
knee,26,7,122,91,7.0,1.0
knee,26,7,122,92,7.0,0.0
knee,26,7,122,93,7.0,0.0
knee,26,7,122,94,7.0,1.0
knee,26,7,122,95,7.0,0.0
knee,26,7,122,96,7.0,0.0
knee,26,7,122,97,7.0,3.0
knee,26,7,122,98,7.0,1.0
knee,26,7,122,99,7.0,1.0
knee,26,7,122,100,7.0,1.0
knee,26,7,123,50,10.0,0.0
knee,26,7,123,51,10.0,0.0
knee,26,7,123,52,10.0,10.0
knee,26,7,123,53,10.0,1.0
knee,26,7,123,54,10.0,0.0
knee,26,7,123,55,10.0,0.0
knee,26,7,123,56,10.0,0.0
knee,26,7,123,57,10.0,0.0
knee,26,7,123,58,11.0,1.0
knee,26,7,123,59,11.0,1.0
knee,26,7,123,60,11.0,0.0
knee,26,7,123,61,11.0,0.0
knee,26,7,123,62,11.0,1.0
knee,26,7,123,63,11.0,1.0
knee,26,7,123,64,11.0,1.0
knee,26,7,123,65,11.0,0.0
knee,26,7,123,66,11.0,0.0
knee,26,7,123,67,11.0,1.0
knee,26,7,123,68,11.0,0.0
knee,26,7,123,69,11.0,1.0
knee,26,7,123,70,12.0,0.0
knee,26,7,123,71,12.0,2.0
knee,26,7,123,72,11.0,3.0
knee,26,7,123,73,12.0,4.0
knee,26,7,123,74,11.0,5.0
knee,26,7,123,75,11.0,4.0
knee,26,7,123,76,11.0,0.0
knee,26,7,123,77,11.0,0.0
knee,26,7,123,78,11.0,1.0
knee,26,7,123,79,11.0,0.0
knee,26,7,123,80,11.0,0.0
knee,26,7,123,81,11.0,11.0
knee,26,7,123,82,12.0,12.0
knee,26,7,123,83,12.0,1.0
knee,26,7,123,84,12.0,3.0
knee,26,7,123,85,12.0,2.0
knee,26,7,123,86,12.0,3.0
knee,26,7,123,87,12.0,6.0
knee,26,7,123,88,12.0,3.0
knee,26,7,123,89,12.0,2.0
knee,26,7,123,90,12.0,1.0
knee,26,7,123,91,12.0,0.0
knee,26,7,123,92,12.0,0.0
knee,26,7,123,93,12.0,2.0
knee,26,7,123,94,12.0,2.0
knee,26,7,123,95,12.0,0.0
knee,26,7,123,96,13.0,2.0
knee,26,7,123,97,13.0,3.0
knee,26,7,123,98,13.0,0.0
knee,26,7,123,99,13.0,2.0
knee,26,7,123,100,12.0,12.0
knee,26,7,124,50,9.0,1.0
knee,26,7,124,51,9.0,0.0
knee,26,7,124,52,9.0,0.0
knee,26,7,124,53,9.0,9.0
knee,26,7,124,54,9.0,9.0
knee,26,7,124,55,9.0,4.0
knee,26,7,124,56,9.0,0.0
knee,26,7,124,57,9.0,1.0
knee,26,7,124,58,9.0,1.0
knee,26,7,124,59,9.0,0.0
knee,26,7,124,60,9.0,0.0
knee,26,7,124,61,9.0,0.0
knee,26,7,124,62,9.0,1.0
knee,26,7,124,63,9.0,2.0
knee,26,7,124,64,9.0,0.0
knee,26,7,124,65,9.0,0.0
knee,26,7,124,66,9.0,1.0
knee,26,7,124,67,9.0,3.0
knee,26,7,124,68,9.0,2.0
knee,26,7,124,69,9.0,2.0
knee,26,7,124,70,9.0,1.0
knee,26,7,124,71,9.0,2.0
knee,26,7,124,72,9.0,1.0
knee,26,7,124,73,9.0,0.0
knee,26,7,124,74,9.0,0.0
knee,26,7,124,75,9.0,3.0
knee,26,7,124,76,9.0,1.0
knee,26,7,124,77,9.0,0.0
knee,26,7,124,78,9.0,0.0
knee,26,7,124,79,9.0,1.0
knee,26,7,124,80,9.0,0.0
knee,26,7,124,81,9.0,0.0
knee,26,7,124,82,9.0,2.0
knee,26,7,124,83,9.0,0.0
knee,26,7,124,84,9.0,0.0
knee,26,7,124,85,9.0,1.0
knee,26,7,124,86,9.0,2.0
knee,26,7,124,87,9.0,0.0
knee,26,7,124,88,9.0,1.0
knee,26,7,124,89,9.0,3.0
knee,26,7,124,90,9.0,1.0
knee,26,7,124,91,9.0,2.0
knee,26,7,124,92,9.0,0.0
knee,26,7,124,93,9.0,3.0
knee,26,7,124,94,9.0,2.0
knee,26,7,124,95,9.0,1.0
knee,26,7,124,96,8.0,2.0
knee,26,7,124,97,8.0,1.0
knee,26,7,124,98,8.0,3.0
knee,26,7,124,99,8.0,5.0
knee,26,7,124,100,8.0,6.0
knee,26,7,125,50,3.0,1.0
knee,26,7,125,51,3.0,0.0
knee,26,7,125,52,3.0,0.0
knee,26,7,125,53,3.0,3.0
knee,26,7,125,54,3.0,3.0
knee,26,7,125,55,3.0,1.0
knee,26,7,125,56,3.0,2.0
knee,26,7,125,57,3.0,1.0
knee,26,7,125,58,3.0,0.0
knee,26,7,125,59,3.0,0.0
knee,26,7,125,60,3.0,1.0
knee,26,7,125,61,3.0,1.0
knee,26,7,125,62,3.0,0.0
knee,26,7,125,63,3.0,1.0
knee,26,7,125,64,3.0,0.0
knee,26,7,125,65,3.0,0.0
knee,26,7,125,66,3.0,0.0
knee,26,7,125,67,3.0,0.0
knee,26,7,125,68,3.0,2.0
knee,26,7,125,69,3.0,0.0
knee,26,7,125,70,3.0,0.0
knee,26,7,125,71,3.0,1.0
knee,26,7,125,72,3.0,0.0
knee,26,7,125,73,3.0,0.0
knee,26,7,125,74,3.0,1.0
knee,26,7,125,75,3.0,0.0
knee,26,7,125,76,3.0,0.0
knee,26,7,125,77,3.0,0.0
knee,26,7,125,78,3.0,0.0
knee,26,7,125,79,3.0,0.0
knee,26,7,125,80,3.0,1.0
knee,26,7,125,81,3.0,1.0
knee,26,7,125,82,3.0,0.0
knee,26,7,125,83,3.0,0.0
knee,26,7,125,84,3.0,0.0
knee,26,7,125,85,3.0,0.0
knee,26,7,125,86,3.0,0.0
knee,26,7,125,87,3.0,0.0
knee,26,7,125,88,3.0,0.0
knee,26,7,125,89,3.0,0.0
knee,26,7,125,90,3.0,0.0
knee,26,7,125,91,3.0,0.0
knee,26,7,125,92,3.0,0.0
knee,26,7,125,93,3.0,0.0
knee,26,7,125,94,3.0,0.0
knee,26,7,125,95,3.0,0.0
knee,26,7,125,96,3.0,0.0
knee,26,7,125,97,3.0,0.0
knee,26,7,125,98,3.0,0.0
knee,26,7,125,99,3.0,0.0
knee,26,7,125,100,3.0,0.0
knee,26,7,126,50,3.0,0.0
knee,26,7,126,51,3.0,0.0
knee,26,7,126,52,3.0,3.0
knee,26,7,126,53,3.0,3.0
knee,26,7,126,54,3.0,3.0
knee,26,7,126,55,3.0,2.0
knee,26,7,126,56,3.0,2.0
knee,26,7,126,57,3.0,0.0
knee,26,7,126,58,3.0,2.0
knee,26,7,126,59,3.0,0.0
knee,26,7,126,60,3.0,0.0
knee,26,7,126,61,3.0,0.0
knee,26,7,126,62,3.0,2.0
knee,26,7,126,63,3.0,0.0
knee,26,7,126,64,3.0,1.0
knee,26,7,126,65,3.0,0.0
knee,26,7,126,66,3.0,1.0
knee,26,7,126,67,3.0,1.0
knee,26,7,126,68,3.0,1.0
knee,26,7,126,69,3.0,0.0
knee,26,7,126,70,3.0,0.0
knee,26,7,126,71,3.0,0.0
knee,26,7,126,72,3.0,0.0
knee,26,7,126,73,3.0,1.0
knee,26,7,126,74,3.0,2.0
knee,26,7,126,75,3.0,1.0
knee,26,7,126,76,3.0,0.0
knee,26,7,126,77,3.0,1.0
knee,26,7,126,78,3.0,0.0
knee,26,7,126,79,3.0,0.0
knee,26,7,126,80,3.0,0.0
knee,26,7,126,81,3.0,1.0
knee,26,7,126,82,3.0,0.0
knee,26,7,126,83,3.0,1.0
knee,26,7,126,84,3.0,0.0
knee,26,7,126,85,3.0,0.0
knee,26,7,126,86,3.0,0.0
knee,26,7,126,87,3.0,1.0
knee,26,7,126,88,3.0,0.0
knee,26,7,126,89,3.0,0.0
knee,26,7,126,90,3.0,0.0
knee,26,7,126,91,3.0,0.0
knee,26,7,126,92,3.0,1.0
knee,26,7,126,93,3.0,0.0
knee,26,7,126,94,3.0,0.0
knee,26,7,126,95,3.0,1.0
knee,26,7,126,96,3.0,0.0
knee,26,7,126,97,3.0,0.0
knee,26,7,126,98,3.0,0.0
knee,26,7,126,99,3.0,2.0
knee,26,7,126,100,3.0,1.0
knee,26,7,127,50,13.0,1.0
knee,26,7,127,51,13.0,13.0
knee,26,7,127,52,13.0,13.0
knee,26,7,127,53,13.0,13.0
knee,26,7,127,54,13.0,5.0
knee,26,7,127,55,13.0,1.0
knee,26,7,127,56,13.0,0.0
knee,26,7,127,57,13.0,0.0
knee,26,7,127,58,13.0,0.0
knee,26,7,127,59,13.0,7.0
knee,26,7,127,60,13.0,7.0
knee,26,7,127,61,13.0,7.0
knee,26,7,127,62,13.0,2.0
knee,26,7,127,63,13.0,2.0
knee,26,7,127,64,13.0,2.0
knee,26,7,127,65,13.0,2.0
knee,26,7,127,66,14.0,3.0
knee,26,7,127,67,14.0,5.0
knee,26,7,127,68,14.0,3.0
knee,26,7,127,69,14.0,0.0
knee,26,7,127,70,14.0,1.0
knee,26,7,127,71,14.0,4.0
knee,26,7,127,72,14.0,9.0
knee,26,7,127,73,14.0,7.0
knee,26,7,127,74,14.0,9.0
knee,26,7,127,75,14.0,9.0
knee,26,7,127,76,14.0,1.0
knee,26,7,127,77,14.0,2.0
knee,26,7,127,78,14.0,4.0
knee,26,7,127,79,14.0,6.0
knee,26,7,127,80,14.0,7.0
knee,26,7,127,81,14.0,10.0
knee,26,7,127,82,14.0,9.0
knee,26,7,127,83,14.0,7.0
knee,26,7,127,84,14.0,7.0
knee,26,7,127,85,14.0,10.0
knee,26,7,127,86,14.0,8.0
knee,26,7,127,87,14.0,11.0
knee,26,7,127,88,14.0,9.0
knee,26,7,127,89,14.0,13.0
knee,26,7,127,90,13.0,5.0
knee,26,7,127,91,13.0,2.0
knee,26,7,127,92,13.0,3.0
knee,26,7,127,93,13.0,4.0
knee,26,7,127,94,13.0,4.0
knee,26,7,127,95,13.0,4.0
knee,26,7,127,96,13.0,5.0
knee,26,7,127,97,13.0,11.0
knee,26,7,127,98,13.0,8.0
knee,26,7,127,99,13.0,7.0
knee,26,7,127,100,14.0,0.0
knee,26,7,128,50,19.0,6.0
knee,26,7,128,51,19.0,2.0
knee,26,7,128,52,23.0,1.0
knee,26,7,128,53,23.0,0.0
knee,26,7,128,54,23.0,0.0
knee,26,7,128,55,23.0,0.0
knee,26,7,128,56,24.0,1.0
knee,26,7,128,57,23.0,9.0
knee,26,7,128,58,23.0,11.0
knee,26,7,128,59,23.0,8.0
knee,26,7,128,60,23.0,11.0
knee,26,7,128,61,24.0,12.0
knee,26,7,128,62,24.0,2.0
knee,26,7,128,63,24.0,5.0
knee,26,7,128,64,24.0,4.0
knee,26,7,128,65,24.0,6.0
knee,26,7,128,66,24.0,11.0
knee,26,7,128,67,24.0,23.0
knee,26,7,128,68,24.0,20.0
knee,26,7,128,69,25.0,11.0
knee,26,7,128,70,25.0,10.0
knee,26,7,128,71,25.0,12.0
knee,26,7,128,72,25.0,16.0
knee,26,7,128,73,25.0,25.0
knee,26,7,128,74,26.0,23.0
knee,26,7,128,75,26.0,3.0
knee,26,7,128,76,27.0,1.0
knee,26,7,128,77,27.0,2.0
knee,26,7,128,78,27.0,3.0
knee,26,7,128,79,27.0,3.0
knee,26,7,128,80,27.0,27.0
knee,26,7,128,81,29.0,29.0
knee,26,7,128,82,27.0,27.0
knee,26,7,128,83,27.0,11.0
knee,26,7,128,84,27.0,14.0
knee,26,7,128,85,29.0,24.0
knee,26,7,128,86,30.0,28.0
knee,26,7,128,87,30.0,27.0
knee,26,7,128,88,30.0,24.0
knee,26,7,128,89,29.0,3.0
knee,26,7,128,90,30.0,3.0
knee,26,7,128,91,30.0,3.0
knee,26,7,128,92,30.0,13.0
knee,26,7,128,93,30.0,2.0
knee,26,7,128,94,34.0,4.0
knee,26,7,128,95,34.0,3.0
knee,26,7,128,96,34.0,5.0
knee,26,7,128,97,32.0,2.0
knee,26,7,128,98,32.0,3.0
knee,26,7,128,99,33.0,4.0
knee,26,7,128,100,33.0,2.0
knee,26,7,129,50,6.0,6.0
knee,26,7,129,51,6.0,2.0
knee,26,7,129,52,6.0,0.0
knee,26,7,129,53,6.0,0.0
knee,26,7,129,54,6.0,6.0
knee,26,7,129,55,6.0,4.0
knee,26,7,129,56,6.0,1.0
knee,26,7,129,57,6.0,2.0
knee,26,7,129,58,6.0,3.0
knee,26,7,129,59,6.0,1.0
knee,26,7,129,60,6.0,2.0
knee,26,7,129,61,6.0,3.0
knee,26,7,129,62,6.0,0.0
knee,26,7,129,63,6.0,0.0
knee,26,7,129,64,6.0,0.0
knee,26,7,129,65,6.0,2.0
knee,26,7,129,66,6.0,1.0
knee,26,7,129,67,6.0,1.0
knee,26,7,129,68,6.0,1.0
knee,26,7,129,69,6.0,1.0
knee,26,7,129,70,6.0,2.0
knee,26,7,129,71,6.0,1.0
knee,26,7,129,72,6.0,2.0
knee,26,7,129,73,6.0,1.0
knee,26,7,129,74,6.0,0.0
knee,26,7,129,75,6.0,2.0
knee,26,7,129,76,6.0,0.0
knee,26,7,129,77,6.0,0.0
knee,26,7,129,78,6.0,1.0
knee,26,7,129,79,6.0,0.0
knee,26,7,129,80,6.0,2.0
knee,26,7,129,81,6.0,1.0
knee,26,7,129,82,6.0,0.0
knee,26,7,129,83,6.0,1.0
knee,26,7,129,84,6.0,2.0
knee,26,7,129,85,6.0,0.0
knee,26,7,129,86,6.0,0.0
knee,26,7,129,87,6.0,0.0
knee,26,7,129,88,6.0,0.0
knee,26,7,129,89,6.0,3.0
knee,26,7,129,90,6.0,1.0
knee,26,7,129,91,6.0,1.0
knee,26,7,129,92,6.0,3.0
knee,26,7,129,93,6.0,2.0
knee,26,7,129,94,6.0,2.0
knee,26,7,129,95,6.0,0.0
knee,26,7,129,96,6.0,1.0
knee,26,7,129,97,6.0,1.0
knee,26,7,129,98,6.0,2.0
knee,26,7,129,99,6.0,0.0
knee,26,7,129,100,6.0,0.0
knee,26,7,130,50,5.0,5.0
knee,26,7,130,51,5.0,1.0
knee,26,7,130,52,5.0,1.0
knee,26,7,130,53,5.0,0.0
knee,26,7,130,54,5.0,1.0
knee,26,7,130,55,5.0,1.0
knee,26,7,130,56,5.0,0.0
knee,26,7,130,57,5.0,2.0
knee,26,7,130,58,5.0,2.0
knee,26,7,130,59,5.0,2.0
knee,26,7,130,60,5.0,3.0
knee,26,7,130,61,5.0,3.0
knee,26,7,130,62,5.0,0.0
knee,26,7,130,63,5.0,0.0
knee,26,7,130,64,5.0,0.0
knee,26,7,130,65,5.0,2.0
knee,26,7,130,66,5.0,3.0
knee,26,7,130,67,5.0,2.0
knee,26,7,130,68,5.0,2.0
knee,26,7,130,69,5.0,2.0
knee,26,7,130,70,5.0,2.0
knee,26,7,130,71,5.0,0.0
knee,26,7,130,72,5.0,2.0
knee,26,7,130,73,5.0,0.0
knee,26,7,130,74,5.0,3.0
knee,26,7,130,75,5.0,0.0
knee,26,7,130,76,5.0,2.0
knee,26,7,130,77,5.0,0.0
knee,26,7,130,78,5.0,2.0
knee,26,7,130,79,5.0,2.0
knee,26,7,130,80,5.0,1.0
knee,26,7,130,81,5.0,3.0
knee,26,7,130,82,5.0,1.0
knee,26,7,130,83,5.0,2.0
knee,26,7,130,84,5.0,1.0
knee,26,7,130,85,5.0,0.0
knee,26,7,130,86,5.0,3.0
knee,26,7,130,87,5.0,1.0
knee,26,7,130,88,5.0,2.0
knee,26,7,130,89,5.0,3.0
knee,26,7,130,90,5.0,1.0
knee,26,7,130,91,5.0,2.0
knee,26,7,130,92,5.0,0.0
knee,26,7,130,93,5.0,2.0
knee,26,7,130,94,5.0,1.0
knee,26,7,130,95,5.0,0.0
knee,26,7,130,96,5.0,0.0
knee,26,7,130,97,5.0,1.0
knee,26,7,130,98,5.0,1.0
knee,26,7,130,99,5.0,2.0
knee,26,7,130,100,5.0,2.0
knee,26,7,131,50,5.0,0.0
knee,26,7,131,51,5.0,0.0
knee,26,7,131,52,5.0,5.0
knee,26,7,131,53,5.0,5.0
knee,26,7,131,54,5.0,5.0
knee,26,7,131,55,5.0,2.0
knee,26,7,131,56,5.0,1.0
knee,26,7,131,57,5.0,1.0
knee,26,7,131,58,5.0,0.0
knee,26,7,131,59,5.0,0.0
knee,26,7,131,60,5.0,1.0
knee,26,7,131,61,5.0,2.0
knee,26,7,131,62,5.0,0.0
knee,26,7,131,63,5.0,0.0
knee,26,7,131,64,5.0,4.0
knee,26,7,131,65,5.0,2.0
knee,26,7,131,66,5.0,3.0
knee,26,7,131,67,5.0,1.0
knee,26,7,131,68,5.0,1.0
knee,26,7,131,69,5.0,0.0
knee,26,7,131,70,5.0,1.0
knee,26,7,131,71,5.0,0.0
knee,26,7,131,72,5.0,1.0
knee,26,7,131,73,5.0,1.0
knee,26,7,131,74,5.0,0.0
knee,26,7,131,75,5.0,0.0
knee,26,7,131,76,5.0,3.0
knee,26,7,131,77,5.0,1.0
knee,26,7,131,78,5.0,0.0
knee,26,7,131,79,5.0,1.0
knee,26,7,131,80,5.0,1.0
knee,26,7,131,81,5.0,1.0
knee,26,7,131,82,5.0,2.0
knee,26,7,131,83,5.0,3.0
knee,26,7,131,84,5.0,1.0
knee,26,7,131,85,5.0,1.0
knee,26,7,131,86,5.0,1.0
knee,26,7,131,87,5.0,2.0
knee,26,7,131,88,5.0,0.0
knee,26,7,131,89,5.0,0.0
knee,26,7,131,90,5.0,0.0
knee,26,7,131,91,5.0,0.0
knee,26,7,131,92,5.0,0.0
knee,26,7,131,93,5.0,0.0
knee,26,7,131,94,5.0,0.0
knee,26,7,131,95,5.0,1.0
knee,26,7,131,96,5.0,2.0
knee,26,7,131,97,5.0,0.0
knee,26,7,131,98,5.0,0.0
knee,26,7,131,99,5.0,0.0
knee,26,7,131,100,5.0,0.0
knee,26,7,132,50,9.0,0.0
knee,26,7,132,51,9.0,9.0
knee,26,7,132,52,10.0,10.0
knee,26,7,132,53,11.0,10.0
knee,26,7,132,54,11.0,3.0
knee,26,7,132,55,11.0,0.0
knee,26,7,132,56,11.0,0.0
knee,26,7,132,57,11.0,0.0
knee,26,7,132,58,11.0,1.0
knee,26,7,132,59,11.0,0.0
knee,26,7,132,60,11.0,0.0
knee,26,7,132,61,11.0,0.0
knee,26,7,132,62,11.0,0.0
knee,26,7,132,63,11.0,1.0
knee,26,7,132,64,11.0,2.0
knee,26,7,132,65,11.0,0.0
knee,26,7,132,66,11.0,5.0
knee,26,7,132,67,11.0,2.0
knee,26,7,132,68,11.0,2.0
knee,26,7,132,69,11.0,1.0
knee,26,7,132,70,11.0,0.0
knee,26,7,132,71,11.0,2.0
knee,26,7,132,72,11.0,2.0
knee,26,7,132,73,11.0,2.0
knee,26,7,132,74,11.0,2.0
knee,26,7,132,75,11.0,1.0
knee,26,7,132,76,11.0,4.0
knee,26,7,132,77,11.0,5.0
knee,26,7,132,78,11.0,1.0
knee,26,7,132,79,11.0,2.0
knee,26,7,132,80,11.0,5.0
knee,26,7,132,81,9.0,4.0
knee,26,7,132,82,9.0,5.0
knee,26,7,132,83,9.0,1.0
knee,26,7,132,84,9.0,1.0
knee,26,7,132,85,9.0,0.0
knee,26,7,132,86,9.0,3.0
knee,26,7,132,87,9.0,1.0
knee,26,7,132,88,9.0,2.0
knee,26,7,132,89,9.0,2.0
knee,26,7,132,90,9.0,1.0
knee,26,7,132,91,9.0,0.0
knee,26,7,132,92,9.0,1.0
knee,26,7,132,93,9.0,1.0
knee,26,7,132,94,9.0,2.0
knee,26,7,132,95,9.0,2.0
knee,26,7,132,96,12.0,1.0
knee,26,7,132,97,12.0,5.0
knee,26,7,132,98,12.0,11.0
knee,26,7,132,99,12.0,12.0
knee,26,7,132,100,12.0,7.0
knee,26,7,133,50,5.0,1.0
knee,26,7,133,51,5.0,0.0
knee,26,7,133,52,5.0,5.0
knee,26,7,133,53,5.0,5.0
knee,26,7,133,54,5.0,5.0
knee,26,7,133,55,5.0,1.0
knee,26,7,133,56,5.0,2.0
knee,26,7,133,57,5.0,0.0
knee,26,7,133,58,5.0,1.0
knee,26,7,133,59,5.0,0.0
knee,26,7,133,60,5.0,4.0
knee,26,7,133,61,5.0,3.0
knee,26,7,133,62,5.0,1.0
knee,26,7,133,63,5.0,2.0
knee,26,7,133,64,5.0,1.0
knee,26,7,133,65,5.0,0.0
knee,26,7,133,66,5.0,1.0
knee,26,7,133,67,5.0,2.0
knee,26,7,133,68,5.0,0.0
knee,26,7,133,69,5.0,1.0
knee,26,7,133,70,5.0,1.0
knee,26,7,133,71,5.0,1.0
knee,26,7,133,72,5.0,0.0
knee,26,7,133,73,5.0,2.0
knee,26,7,133,74,5.0,1.0
knee,26,7,133,75,5.0,2.0
knee,26,7,133,76,5.0,1.0
knee,26,7,133,77,5.0,1.0
knee,26,7,133,78,5.0,1.0
knee,26,7,133,79,5.0,0.0
knee,26,7,133,80,5.0,1.0
knee,26,7,133,81,5.0,0.0
knee,26,7,133,82,5.0,3.0
knee,26,7,133,83,5.0,0.0
knee,26,7,133,84,5.0,1.0
knee,26,7,133,85,5.0,0.0
knee,26,7,133,86,5.0,0.0
knee,26,7,133,87,5.0,1.0
knee,26,7,133,88,5.0,1.0
knee,26,7,133,89,5.0,0.0
knee,26,7,133,90,5.0,0.0
knee,26,7,133,91,5.0,1.0
knee,26,7,133,92,5.0,1.0
knee,26,7,133,93,5.0,0.0
knee,26,7,133,94,5.0,2.0
knee,26,7,133,95,5.0,1.0
knee,26,7,133,96,5.0,2.0
knee,26,7,133,97,5.0,0.0
knee,26,7,133,98,5.0,0.0
knee,26,7,133,99,5.0,0.0
knee,26,7,133,100,5.0,0.0
knee,26,7,134,50,6.0,0.0
knee,26,7,134,51,6.0,1.0
knee,26,7,134,52,6.0,0.0
knee,26,7,134,53,6.0,0.0
knee,26,7,134,54,6.0,6.0
knee,26,7,134,55,6.0,3.0
knee,26,7,134,56,6.0,0.0
knee,26,7,134,57,6.0,1.0
knee,26,7,134,58,6.0,0.0
knee,26,7,134,59,6.0,0.0
knee,26,7,134,60,6.0,0.0
knee,26,7,134,61,6.0,0.0
knee,26,7,134,62,6.0,2.0
knee,26,7,134,63,6.0,0.0
knee,26,7,134,64,6.0,0.0
knee,26,7,134,65,6.0,1.0
knee,26,7,134,66,6.0,1.0
knee,26,7,134,67,6.0,2.0
knee,26,7,134,68,6.0,0.0
knee,26,7,134,69,6.0,0.0
knee,26,7,134,70,6.0,1.0
knee,26,7,134,71,6.0,1.0
knee,26,7,134,72,6.0,0.0
knee,26,7,134,73,6.0,0.0
knee,26,7,134,74,6.0,0.0
knee,26,7,134,75,6.0,0.0
