arm,mbar,dt,seed,epoch,tag_pop,pop_trig,n_tagged,removed,gamma
chronic,26,0,149,58,65,77,12,12,9.0
chronic,26,0,149,59,69,83,14,14,9.0
chronic,26,0,149,60,73,85,14,14,9.0
chronic,26,0,149,61,77,91,16,16,9.0
chronic,26,0,149,62,79,91,16,16,9.0
chronic,26,0,149,63,81,97,16,16,10.0
chronic,26,0,149,64,87,99,16,16,10.0
chronic,26,0,149,65,91,105,18,18,10.0
chronic,26,0,149,66,91,107,18,18,10.0
chronic,26,0,149,67,85,101,16,16,9.0
chronic,26,0,149,68,83,97,16,16,9.0
chronic,26,0,149,69,93,107,18,18,12.0
chronic,26,0,149,70,95,115,20,20,12.0
chronic,26,0,149,71,99,117,20,20,12.0
chronic,26,0,149,72,99,119,20,20,12.0
chronic,26,0,149,73,101,121,20,20,12.0
chronic,26,0,149,74,109,125,20,20,12.0
chronic,26,0,149,75,109,131,22,22,12.0
chronic,26,0,149,76,115,125,20,20,10.0
chronic,26,0,149,77,111,125,20,20,10.0
chronic,26,0,149,78,109,127,22,22,11.0
chronic,26,0,149,79,107,129,22,22,13.0
chronic,26,0,149,80,111,127,22,22,13.0
chronic,26,0,149,81,115,135,22,22,13.0
chronic,26,0,149,82,115,139,24,24,13.0
chronic,26,0,149,83,117,135,22,22,13.0
chronic,26,0,149,84,115,135,22,22,12.0
chronic,26,0,149,85,115,139,24,24,12.0
chronic,26,0,149,86,115,139,24,24,12.0
chronic,26,0,149,87,121,135,22,22,12.0
chronic,26,0,149,88,123,143,24,24,13.0
chronic,26,0,149,89,125,145,24,24,13.0
chronic,26,0,149,90,125,149,24,24,13.0
chronic,26,0,149,91,129,149,24,24,13.0
chronic,26,0,149,92,131,153,26,26,12.0
chronic,26,0,149,93,131,155,26,26,12.0
chronic,26,0,149,94,133,155,26,26,12.0
chronic,26,0,149,95,131,157,26,26,12.0
chronic,26,0,149,96,123,143,24,24,12.0
chronic,26,0,149,97,113,129,22,22,11.0
chronic,26,0,149,98,107,129,22,22,11.0
chronic,26,0,149,99,101,119,20,20,11.0
chronic,26,0,149,100,93,111,18,18,11.0
chronic,26,0,150,50,7,9,2,2,5.0
chronic,26,0,150,51,15,17,2,2,5.0
chronic,26,0,150,52,21,25,4,4,5.0
chronic,26,0,150,53,25,31,6,6,5.0
chronic,26,0,150,54,27,31,6,6,5.0
chronic,26,0,150,55,29,35,6,6,5.0
chronic,26,0,150,56,31,37,6,6,5.0
chronic,26,0,150,57,27,33,6,6,5.0
chronic,26,0,150,58,27,31,6,6,5.0
chronic,26,0,150,59,31,35,6,6,5.0
chronic,26,0,150,60,33,39,6,6,5.0
chronic,26,0,150,61,33,39,6,6,5.0
chronic,26,0,150,62,35,39,6,6,5.0
chronic,26,0,150,63,35,41,6,6,5.0
chronic,26,0,150,64,39,43,8,8,5.0
chronic,26,0,150,65,41,47,8,8,5.0
chronic,26,0,150,66,41,49,8,8,5.0
chronic,26,0,150,67,43,47,8,8,5.0
chronic,26,0,150,68,45,49,8,8,5.0
chronic,26,0,150,69,45,53,8,8,5.0
chronic,26,0,150,70,45,55,10,10,5.0
chronic,26,0,150,71,41,49,8,8,5.0
chronic,26,0,150,72,41,47,8,8,5.0
chronic,26,0,150,73,39,47,8,8,5.0
chronic,26,0,150,74,41,49,8,8,5.0
chronic,26,0,150,75,43,49,8,8,5.0
chronic,26,0,150,76,43,49,8,8,5.0
chronic,26,0,150,77,41,49,8,8,5.0
chronic,26,0,150,78,39,47,8,8,5.0
chronic,26,0,150,79,41,49,8,8,5.0
chronic,26,0,150,80,43,51,8,8,5.0
chronic,26,0,150,81,43,51,8,8,5.0
chronic,26,0,150,82,47,53,8,8,5.0
chronic,26,0,150,83,43,51,8,8,5.0
chronic,26,0,150,84,43,49,8,8,5.0
chronic,26,0,150,85,45,53,8,8,5.0
chronic,26,0,150,86,45,51,8,8,5.0
chronic,26,0,150,87,45,53,8,8,5.0
chronic,26,0,150,88,43,51,8,8,5.0
chronic,26,0,150,89,43,51,8,8,5.0
chronic,26,0,150,90,45,51,8,8,5.0
chronic,26,0,150,91,45,53,8,8,5.0
chronic,26,0,150,92,41,49,8,8,5.0
chronic,26,0,150,93,37,43,8,8,5.0
chronic,26,0,150,94,37,43,8,8,5.0
chronic,26,0,150,95,37,45,8,8,5.0
chronic,26,0,150,96,37,45,8,8,5.0
chronic,26,0,150,97,37,45,8,8,5.0
chronic,26,0,150,98,35,43,8,8,5.0
chronic,26,0,150,99,37,43,8,8,5.0
chronic,26,0,150,100,37,45,8,8,5.0
chronic,40,0,141,50,7,9,2,2,10.0
chronic,40,0,141,51,7,9,2,2,10.0
chronic,40,0,141,52,15,19,4,4,10.0
chronic,40,0,141,53,35,39,6,6,12.0
chronic,40,0,141,54,39,47,8,8,12.0
chronic,40,0,141,55,43,51,8,8,12.0
chronic,40,0,141,56,49,57,10,10,12.0
chronic,40,0,141,57,59,71,12,12,12.0
chronic,40,0,141,58,63,73,12,12,12.0
chronic,40,0,141,59,67,73,12,12,12.0
chronic,40,0,141,60,71,85,14,14,12.0
chronic,40,0,141,61,69,81,14,14,12.0
chronic,40,0,141,62,65,79,14,14,12.0
chronic,40,0,141,63,65,77,12,12,12.0
chronic,40,0,141,64,71,85,14,14,12.0
chronic,40,0,141,65,71,85,14,14,12.0
chronic,40,0,141,66,77,93,16,16,12.0
chronic,40,0,141,67,75,89,14,14,12.0
chronic,40,0,141,68,75,89,14,14,12.0
chronic,40,0,141,69,73,85,14,14,12.0
chronic,40,0,141,70,81,95,16,16,12.0
chronic,40,0,141,71,83,93,16,16,12.0
chronic,40,0,141,72,87,101,16,16,12.0
chronic,40,0,141,73,93,111,18,18,12.0
chronic,40,0,141,74,97,113,18,18,12.0
chronic,40,0,141,75,99,117,20,20,12.0
chronic,40,0,141,76,99,113,18,18,12.0
chronic,40,0,141,77,99,117,20,20,12.0
chronic,40,0,141,78,95,113,18,18,12.0
chronic,40,0,141,79,99,115,20,20,12.0
chronic,40,0,141,80,95,115,20,20,12.0
chronic,40,0,141,81,93,109,18,18,12.0
chronic,40,0,141,82,89,107,18,18,12.0
chronic,40,0,141,83,101,109,18,18,12.0
chronic,40,0,141,84,107,121,20,20,12.0
chronic,40,0,141,85,105,127,22,22,12.0
chronic,40,0,141,86,105,125,20,20,12.0
chronic,40,0,141,87,101,121,20,20,12.0
chronic,40,0,141,88,103,121,20,20,12.0
chronic,40,0,141,89,95,115,20,20,12.0
chronic,40,0,141,90,101,117,20,20,12.0
chronic,40,0,141,91,101,119,20,20,12.0
chronic,40,0,141,92,99,119,20,20,12.0
chronic,40,0,141,93,97,115,20,20,12.0
chronic,40,0,141,94,99,117,20,20,12.0
chronic,40,0,141,95,99,119,20,20,12.0
chronic,40,0,141,96,99,119,20,20,12.0
chronic,40,0,141,97,103,121,20,20,12.0
chronic,40,0,141,98,99,119,20,20,12.0
chronic,40,0,141,99,101,121,20,20,12.0
chronic,40,0,141,100,105,125,20,20,12.0
chronic,40,0,142,50,7,9,2,2,16.0
chronic,40,0,142,51,17,21,4,4,15.0
chronic,40,0,142,52,43,51,8,8,17.0
chronic,40,0,142,53,65,77,12,12,17.0
chronic,40,0,142,54,87,99,16,16,17.0
chronic,40,0,142,55,103,119,20,20,17.0
chronic,40,0,142,56,115,139,24,24,18.0
chronic,40,0,142,57,129,151,26,26,18.0
chronic,40,0,142,58,139,165,28,28,18.0
chronic,40,0,142,59,149,175,30,30,18.0
chronic,40,0,142,60,155,185,30,30,18.0
chronic,40,0,142,61,157,177,30,30,18.0
chronic,40,0,142,62,171,181,30,30,18.0
chronic,40,0,142,63,163,191,32,32,16.0
chronic,40,0,142,64,155,183,30,30,19.0
chronic,40,0,142,65,149,177,30,30,19.0
chronic,40,0,142,66,143,169,28,28,19.0
chronic,40,0,142,67,135,163,28,28,19.0
chronic,40,0,142,68,133,157,26,26,18.0
chronic,40,0,142,69,127,145,24,24,18.0
chronic,40,0,142,70,121,141,24,24,20.0
chronic,40,0,142,71,119,141,24,24,18.0
chronic,40,0,142,72,121,143,24,24,18.0
chronic,40,0,142,73,129,149,24,24,18.0
chronic,40,0,142,74,125,151,26,26,15.0
chronic,40,0,142,75,125,151,26,26,16.0
chronic,40,0,142,76,121,145,24,24,16.0
chronic,40,0,142,77,115,139,24,24,16.0
chronic,40,0,142,78,115,131,22,22,16.0
chronic,40,0,142,79,115,127,22,22,16.0
chronic,40,0,142,80,115,131,22,22,16.0
chronic,40,0,142,81,115,135,22,22,15.0
chronic,40,0,142,82,115,139,24,24,15.0
chronic,40,0,142,83,113,131,22,22,15.0
chronic,40,0,142,84,111,125,20,20,15.0
chronic,40,0,142,85,117,139,24,24,15.0
chronic,40,0,142,86,119,141,24,24,15.0
chronic,40,0,142,87,121,133,22,22,15.0
chronic,40,0,142,88,113,133,22,22,15.0
chronic,40,0,142,89,117,139,24,24,15.0
chronic,40,0,142,90,113,135,22,22,15.0
chronic,40,0,142,91,109,129,22,22,15.0
chronic,40,0,142,92,115,131,22,22,15.0
chronic,40,0,142,93,121,141,24,24,15.0
chronic,40,0,142,94,123,147,24,24,15.0
chronic,40,0,142,95,123,141,24,24,15.0
chronic,40,0,142,96,121,141,24,24,15.0
chronic,40,0,142,97,117,139,24,24,15.0
chronic,40,0,142,98,125,139,24,24,15.0
chronic,40,0,142,99,117,141,24,24,15.0
chronic,40,0,142,100,113,135,22,22,15.0
chronic,40,0,143,50,9,9,2,2,6.0
chronic,40,0,143,51,17,19,4,4,6.0
chronic,40,0,143,52,19,23,4,4,6.0
chronic,40,0,143,53,25,29,4,4,6.0
chronic,40,0,143,54,33,37,6,6,6.0
chronic,40,0,143,55,35,43,8,8,6.0
chronic,40,0,143,56,41,47,8,8,6.0
chronic,40,0,143,57,45,53,8,8,6.0
chronic,40,0,143,58,51,57,10,10,6.0
chronic,40,0,143,59,53,63,10,10,6.0
chronic,40,0,143,60,53,61,10,10,6.0
chronic,40,0,143,61,53,63,10,10,6.0
chronic,40,0,143,62,51,61,10,10,6.0
chronic,40,0,143,63,51,61,10,10,6.0
chronic,40,0,143,64,55,63,10,10,6.0
chronic,40,0,143,65,55,67,12,12,6.0
chronic,40,0,143,66,59,67,12,12,6.0
chronic,40,0,143,67,59,69,12,12,6.0
chronic,40,0,143,68,61,69,12,12,6.0
chronic,40,0,143,69,59,71,12,12,6.0
chronic,40,0,143,70,59,71,12,12,6.0
chronic,40,0,143,71,61,71,12,12,6.0
chronic,40,0,143,72,63,73,12,12,6.0
chronic,40,0,143,73,63,75,12,12,6.0
chronic,40,0,143,74,63,75,12,12,6.0
chronic,40,0,143,75,67,75,12,12,6.0
chronic,40,0,143,76,69,77,12,12,6.0
chronic,40,0,143,77,71,81,14,14,6.0
chronic,40,0,143,78,73,83,14,14,6.0
chronic,40,0,143,79,69,83,14,14,6.0
chronic,40,0,143,80,69,81,14,14,6.0
chronic,40,0,143,81,65,79,14,14,6.0
chronic,40,0,143,82,65,77,12,12,6.0
chronic,40,0,143,83,65,75,12,12,6.0
chronic,40,0,143,84,63,75,12,12,6.0
chronic,40,0,143,85,59,71,12,12,6.0
chronic,40,0,143,86,59,71,12,12,6.0
chronic,40,0,143,87,59,71,12,12,6.0
chronic,40,0,143,88,59,65,10,10,6.0
chronic,40,0,143,89,57,69,12,12,6.0
chronic,40,0,143,90,57,69,12,12,6.0
chronic,40,0,143,91,59,69,12,12,6.0
chronic,40,0,143,92,61,71,12,12,6.0
chronic,40,0,143,93,63,73,12,12,6.0
chronic,40,0,143,94,63,73,12,12,6.0
chronic,40,0,143,95,63,75,12,12,6.0
chronic,40,0,143,96,63,75,12,12,6.0
chronic,40,0,143,97,65,75,12,12,6.0
chronic,40,0,143,98,69,77,12,12,6.0
chronic,40,0,143,99,77,81,14,14,6.0
chronic,40,0,143,100,79,89,14,14,6.0
chronic,40,0,144,50,9,9,2,2,23.0
chronic,40,0,144,51,23,27,4,4,19.0
chronic,40,0,144,52,43,51,8,8,19.0
chronic,40,0,144,53,63,75,12,12,19.0
chronic,40,0,144,54,83,95,16,16,19.0
chronic,40,0,144,55,97,109,18,18,16.0
chronic,40,0,144,56,107,129,22,22,16.0
chronic,40,0,144,57,121,139,24,24,16.0
chronic,40,0,144,58,131,153,26,26,16.0
chronic,40,0,144,59,135,155,26,26,16.0
chronic,40,0,144,60,141,167,28,28,16.0
chronic,40,0,144,61,149,169,28,28,16.0
chronic,40,0,144,62,155,181,30,30,16.0
chronic,40,0,144,63,157,187,32,32,16.0
chronic,40,0,144,64,161,187,32,32,16.0
chronic,40,0,144,65,161,193,32,32,16.0
chronic,40,0,144,66,163,185,30,30,16.0
chronic,40,0,144,67,181,199,34,34,20.0
chronic,40,0,144,68,183,213,36,36,20.0
chronic,40,0,144,69,183,217,36,36,22.0
chronic,40,0,144,70,187,215,36,36,22.0
chronic,40,0,144,71,191,225,38,38,21.0
chronic,40,0,144,72,195,231,38,38,22.0
chronic,40,0,144,73,191,229,38,38,22.0
chronic,40,0,144,74,193,229,38,38,21.0
chronic,40,0,144,75,195,233,38,38,21.0
chronic,40,0,144,76,197,231,38,38,21.0
chronic,40,0,144,78,237,281,46,46,21.0
chronic,40,0,144,79,235,279,46,46,21.0
chronic,40,0,144,81,271,319,54,54,21.0
chronic,40,0,144,82,259,311,52,52,21.0
chronic,40,0,144,83,253,301,50,50,21.0
chronic,40,0,144,85,287,337,56,56,21.0
chronic,40,0,144,86,285,329,54,54,21.0
chronic,40,0,144,87,277,327,54,54,21.0
chronic,40,0,144,88,267,319,54,54,21.0
chronic,40,0,144,89,259,309,52,52,21.0
chronic,40,0,144,90,255,301,50,50,21.0
chronic,40,0,144,91,251,297,50,50,21.0
chronic,40,0,144,93,281,321,54,54,21.0
chronic,40,0,144,94,267,301,50,50,21.0
chronic,40,0,144,95,259,297,50,50,21.0
chronic,40,0,144,96,245,283,48,48,21.0
chronic,40,0,144,97,233,273,46,46,21.0
chronic,40,0,144,98,235,269,44,44,22.0
chronic,40,0,144,99,235,269,44,44,23.0
chronic,40,0,145,50,7,9,2,2,17.0
chronic,40,0,145,51,17,21,4,4,16.0
chronic,40,0,145,52,43,51,8,8,17.0
chronic,40,0,145,53,65,75,12,12,17.0
chronic,40,0,145,54,89,99,16,16,17.0
chronic,40,0,145,55,105,125,20,20,18.0
chronic,40,0,145,56,119,139,24,24,18.0
chronic,40,0,145,57,135,155,26,26,18.0
chronic,40,0,145,58,145,171,28,28,18.0
chronic,40,0,145,59,153,181,30,30,18.0
chronic,40,0,145,60,155,187,32,32,18.0
chronic,40,0,145,61,161,179,30,30,18.0
chronic,40,0,145,62,165,187,32,32,18.0
chronic,40,0,145,63,163,191,32,32,18.0
chronic,40,0,145,64,155,181,30,30,18.0
chronic,40,0,145,65,155,181,30,30,18.0
chronic,40,0,145,66,155,185,30,30,20.0
chronic,40,0,145,67,163,195,32,32,22.0
chronic,40,0,145,68,177,207,34,34,22.0
chronic,40,0,145,69,183,217,36,36,22.0
chronic,40,0,145,70,189,221,36,36,22.0
chronic,40,0,145,71,185,223,38,38,21.0
chronic,40,0,145,72,187,223,38,38,21.0
chronic,40,0,145,73,195,229,38,38,23.0
chronic,40,0,145,75,233,267,44,44,23.0
chronic,40,0,145,76,233,263,44,44,25.0
chronic,40,0,145,77,217,247,42,42,25.0
chronic,40,0,145,78,201,241,40,40,27.0
chronic,40,0,145,80,253,293,48,48,29.0
chronic,40,0,145,82,305,357,60,60,31.0
chronic,40,0,145,85,407,483,80,80,31.0
chronic,40,0,145,88,499,589,98,98,31.0
chronic,40,0,145,91,587,685,114,114,31.0
chronic,40,0,145,94,661,753,126,126,31.0
chronic,40,0,145,95,605,699,116,116,33.0
chronic,40,0,145,97,589,689,114,114,39.0
chronic,40,0,145,99,583,687,114,114,36.0
chronic,40,0,146,50,7,9,2,2,20.0
chronic,40,0,146,51,17,21,4,4,21.0
chronic,40,0,146,52,43,51,8,8,26.0
chronic,40,0,146,53,79,93,16,16,26.0
chronic,40,0,146,54,111,131,22,22,26.0
chronic,40,0,146,55,139,165,28,28,27.0
chronic,40,0,146,56,163,193,32,32,27.0
chronic,40,0,146,57,187,217,36,36,27.0
chronic,40,0,146,58,203,241,40,40,27.0
chronic,40,0,146,60,257,289,48,48,27.0
chronic,40,0,146,61,261,289,48,48,26.0
chronic,40,0,146,62,249,295,50,50,24.0
chronic,40,0,146,64,289,337,56,56,27.0
chronic,40,0,146,66,337,387,64,64,27.0
chronic,40,0,146,68,375,445,74,74,27.0
chronic,40,0,146,70,407,483,80,80,27.0
chronic,40,0,146,72,435,495,82,82,27.0
chronic,40,0,146,73,415,473,78,78,26.0
chronic,40,0,146,74,383,449,74,74,27.0
chronic,40,0,146,75,349,415,70,70,27.0
chronic,40,0,146,76,337,389,64,64,24.0
chronic,40,0,146,78,365,435,72,72,27.0
chronic,40,0,146,80,397,473,78,78,27.0
chronic,40,0,146,82,419,501,84,84,27.0
chronic,40,0,146,84,449,527,88,88,27.0
chronic,40,0,146,86,477,539,90,90,27.0
chronic,40,0,146,87,447,509,84,84,28.0
chronic,40,0,146,88,413,477,80,80,30.0
chronic,40,0,146,90,419,493,82,82,33.0
chronic,40,0,146,92,441,515,86,86,33.0
chronic,40,0,146,95,525,619,104,104,32.0
chronic,40,0,146,98,601,717,120,120,32.0
chronic,40,0,147,50,7,9,2,2,15.0
chronic,40,0,147,51,17,21,4,4,15.0
chronic,40,0,147,52,43,51,8,8,17.0
chronic,40,0,147,53,65,77,12,12,17.0
chronic,40,0,147,54,83,99,16,16,17.0
chronic,40,0,147,55,99,117,20,20,17.0
chronic,40,0,147,56,117,133,22,22,17.0
chronic,40,0,147,57,129,151,26,26,17.0
chronic,40,0,147,58,143,161,26,26,17.0
chronic,40,0,147,59,147,177,30,30,17.0
chronic,40,0,147,60,167,179,30,30,17.0
chronic,40,0,147,61,161,189,32,32,17.0
chronic,40,0,147,62,155,179,30,30,16.0
chronic,40,0,147,63,157,183,30,30,16.0
chronic,40,0,147,64,159,185,30,30,17.0
chronic,40,0,147,65,163,191,32,32,17.0
chronic,40,0,147,66,155,183,30,30,17.0
chronic,40,0,147,67,153,181,30,30,18.0
chronic,40,0,147,68,157,185,30,30,18.0
chronic,40,0,147,69,169,195,32,32,21.0
chronic,40,0,147,70,179,207,34,34,21.0
chronic,40,0,147,71,191,217,36,36,21.0
chronic,40,0,147,72,189,227,38,38,21.0
chronic,40,0,147,73,187,205,34,34,21.0
chronic,40,0,147,74,191,211,36,36,21.0
chronic,40,0,147,75,191,219,36,36,21.0
chronic,40,0,147,76,183,213,36,36,21.0
chronic,40,0,147,77,177,211,36,36,21.0
chronic,40,0,147,78,167,201,34,34,20.0
chronic,40,0,147,79,167,199,34,34,20.0
chronic,40,0,147,80,161,193,32,32,20.0
chronic,40,0,147,81,163,193,32,32,20.0
chronic,40,0,147,83,207,235,40,40,23.0
chronic,40,0,147,84,201,233,38,38,24.0
chronic,40,0,147,85,185,221,36,36,22.0
chronic,40,0,147,86,163,193,32,32,22.0
chronic,40,0,147,87,149,179,30,30,22.0
chronic,40,0,147,88,139,165,28,28,23.0
chronic,40,0,147,89,139,163,28,28,23.0
chronic,40,0,147,90,145,171,28,28,23.0
chronic,40,0,147,91,143,171,28,28,23.0
chronic,40,0,147,92,153,179,30,30,23.0
chronic,40,0,147,93,157,187,32,32,23.0
chronic,40,0,147,95,199,237,40,40,21.0
chronic,40,0,147,96,203,241,40,40,21.0
chronic,40,0,147,97,207,241,40,40,21.0
chronic,40,0,147,99,239,273,46,46,21.0
chronic,40,0,147,100,211,245,40,40,21.0
chronic,40,0,148,50,7,9,2,2,14.0
chronic,40,0,148,51,17,21,4,4,15.0
chronic,40,0,148,52,39,47,8,8,15.0
chronic,40,0,148,53,59,69,12,12,15.0
chronic,40,0,148,54,77,87,14,14,14.0
chronic,40,0,148,55,87,105,18,18,14.0
chronic,40,0,148,56,93,105,18,18,14.0
chronic,40,0,148,57,101,113,18,18,14.0
chronic,40,0,148,58,103,119,20,20,15.0
chronic,40,0,148,59,109,127,22,22,14.0
chronic,40,0,148,60,111,133,22,22,14.0
chronic,40,0,148,61,115,135,22,22,14.0
chronic,40,0,148,62,119,141,24,24,15.0
chronic,40,0,148,63,123,145,24,24,15.0
chronic,40,0,148,64,123,145,24,24,15.0
chronic,40,0,148,65,127,151,26,26,16.0
chronic,40,0,148,66,125,149,24,24,16.0
chronic,40,0,148,67,123,145,24,24,16.0
chronic,40,0,148,68,125,147,24,24,17.0
chronic,40,0,148,69,127,149,24,24,15.0
chronic,40,0,148,70,137,149,24,24,16.0
chronic,40,0,148,71,139,163,28,28,16.0
chronic,40,0,148,72,139,165,28,28,16.0
chronic,40,0,148,73,143,165,28,28,22.0
chronic,40,0,148,74,147,173,28,28,22.0
chronic,40,0,148,75,159,185,30,30,22.0
chronic,40,0,148,76,165,195,32,32,21.0
chronic,40,0,148,77,169,197,32,32,21.0
chronic,40,0,148,78,175,207,34,34,21.0
chronic,40,0,148,79,177,209,34,34,21.0
chronic,40,0,148,80,185,213,36,36,21.0
chronic,40,0,148,81,185,223,38,38,22.0
chronic,40,0,148,82,199,219,36,36,22.0
chronic,40,0,148,83,193,223,38,38,21.0
chronic,40,0,148,84,181,215,36,36,22.0
chronic,40,0,148,85,179,211,36,36,22.0
chronic,40,0,148,86,171,201,34,34,19.0
chronic,40,0,148,87,171,203,34,34,20.0
chronic,40,0,148,88,169,195,32,32,20.0
chronic,40,0,148,89,167,193,32,32,20.0
chronic,40,0,148,90,165,197,32,32,20.0
chronic,40,0,148,91,159,191,32,32,22.0
chronic,40,0,148,92,157,189,32,32,21.0
chronic,40,0,148,93,161,185,30,30,21.0
chronic,40,0,148,94,171,195,32,32,21.0
chronic,40,0,148,95,177,207,34,34,21.0
chronic,40,0,148,96,175,205,34,34,21.0
chronic,40,0,148,97,179,207,34,34,21.0
chronic,40,0,148,98,179,213,36,36,21.0
chronic,40,0,148,99,187,217,36,36,21.0
chronic,40,0,149,50,7,9,2,2,9.0
chronic,40,0,149,51,19,21,4,4,9.0
chronic,40,0,149,52,33,39,6,6,10.0
chronic,40,0,149,53,45,53,8,8,10.0
chronic,40,0,149,54,55,65,10,10,10.0
chronic,40,0,149,55,65,71,12,12,10.0
chronic,40,0,149,56,71,83,14,14,10.0
chronic,40,0,149,57,79,91,16,16,10.0
chronic,40,0,149,58,81,95,16,16,10.0
chronic,40,0,149,59,83,99,16,16,10.0
chronic,40,0,149,60,85,103,18,18,10.0
chronic,40,0,149,61,87,105,18,18,10.0
chronic,40,0,149,62,89,105,18,18,10.0
chronic,40,0,149,63,93,109,18,18,10.0
chronic,40,0,149,64,99,113,18,18,10.0
chronic,40,0,149,65,101,119,20,20,10.0
chronic,40,0,149,66,101,121,20,20,10.0
chronic,40,0,149,67,107,119,20,20,10.0
chronic,40,0,149,68,111,127,22,22,10.0
chronic,40,0,149,69,109,129,22,22,10.0
chronic,40,0,149,70,109,129,22,22,10.0
chronic,40,0,149,71,105,127,22,22,10.0
chronic,40,0,149,72,107,125,20,20,10.0
chronic,40,0,149,73,109,127,22,22,10.0
chronic,40,0,149,74,107,129,22,22,10.0
chronic,40,0,149,75,105,127,22,22,10.0
chronic,40,0,149,76,107,125,20,20,10.0
chronic,40,0,149,77,111,127,22,22,10.0
chronic,40,0,149,78,107,129,22,22,10.0
chronic,40,0,149,79,107,127,22,22,10.0
chronic,40,0,149,80,105,125,20,20,10.0
chronic,40,0,149,81,117,125,20,20,10.0
chronic,40,0,149,82,121,137,22,22,10.0
chronic,40,0,149,83,123,141,24,24,10.0
chronic,40,0,149,84,121,143,24,24,10.0
chronic,40,0,149,85,115,139,24,24,10.0
chronic,40,0,149,86,111,133,22,22,10.0
chronic,40,0,149,87,111,131,22,22,10.0
chronic,40,0,149,88,115,131,22,22,10.0
chronic,40,0,149,89,111,133,22,22,10.0
chronic,40,0,149,90,109,131,22,22,10.0
chronic,40,0,149,91,109,127,22,22,10.0
chronic,40,0,149,92,107,129,22,22,10.0
chronic,40,0,149,93,109,127,22,22,10.0
chronic,40,0,149,94,109,129,22,22,10.0
chronic,40,0,149,95,107,129,22,22,10.0
chronic,40,0,149,96,107,127,22,22,10.0
chronic,40,0,149,97,107,125,20,20,10.0
chronic,40,0,149,98,111,125,20,20,10.0
chronic,40,0,149,99,107,129,22,22,10.0
chronic,40,0,149,100,107,127,22,22,10.0
chronic,40,0,150,50,7,9,2,2,5.0
chronic,40,0,150,51,15,17,2,2,5.0
chronic,40,0,150,52,21,25,4,4,5.0
chronic,40,0,150,53,25,31,6,6,5.0
chronic,40,0,150,54,29,35,6,6,5.0
chronic,40,0,150,55,33,35,6,6,5.0
chronic,40,0,150,56,33,35,6,6,5.0
chronic,40,0,150,57,29,35,6,6,5.0
chronic,40,0,150,58,29,35,6,6,5.0
chronic,40,0,150,59,31,35,6,6,5.0
chronic,40,0,150,60,29,35,6,6,5.0
chronic,40,0,150,61,29,33,6,6,5.0
chronic,40,0,150,62,31,35,6,6,5.0
chronic,40,0,150,63,39,41,6,6,5.0
chronic,40,0,150,64,41,47,8,8,5.0
chronic,40,0,150,65,41,47,8,8,5.0
chronic,40,0,150,66,41,49,8,8,5.0
chronic,40,0,150,67,41,49,8,8,5.0
chronic,40,0,150,68,43,51,8,8,5.0
chronic,40,0,150,69,45,51,8,8,5.0
chronic,40,0,150,70,45,53,8,8,5.0
chronic,40,0,150,71,45,55,10,10,5.0
chronic,40,0,150,72,41,49,8,8,5.0
chronic,40,0,150,73,43,51,8,8,5.0
chronic,40,0,150,74,43,51,8,8,5.0
chronic,40,0,150,75,43,51,8,8,5.0
chronic,40,0,150,76,43,51,8,8,5.0
chronic,40,0,150,77,51,53,8,8,5.0
chronic,40,0,150,78,49,59,10,10,5.0
chronic,40,0,150,79,51,59,10,10,5.0
chronic,40,0,150,80,49,59,10,10,5.0
chronic,40,0,150,81,51,59,10,10,5.0
chronic,40,0,150,82,51,59,10,10,5.0
chronic,40,0,150,83,53,61,10,10,5.0
chronic,40,0,150,84,49,59,10,10,5.0
chronic,40,0,150,85,45,55,10,10,5.0
chronic,40,0,150,86,47,55,10,10,5.0
chronic,40,0,150,87,47,57,10,10,5.0
chronic,40,0,150,88,49,53,8,8,5.0
chronic,40,0,150,89,49,59,10,10,5.0
chronic,40,0,150,90,49,57,10,10,5.0
chronic,40,0,150,91,49,59,10,10,5.0
chronic,40,0,150,92,45,55,10,10,5.0
chronic,40,0,150,93,45,53,8,8,5.0
chronic,40,0,150,94,45,55,10,10,5.0
chronic,40,0,150,95,45,53,8,8,5.0
chronic,40,0,150,96,45,55,10,10,5.0
chronic,40,0,150,97,45,55,10,10,5.0
chronic,40,0,150,98,47,55,10,10,5.0
chronic,40,0,150,99,47,57,10,10,5.0
chronic,40,0,150,100,45,55,10,10,5.0
knee,20,5,121,55,7,9,2,2,9.0
knee,20,5,121,56,17,21,4,4,9.0
knee,20,5,121,57,29,35,6,6,9.0
knee,20,5,121,58,37,41,6,6,9.0
knee,20,5,121,59,45,51,8,8,9.0
knee,20,5,121,60,47,57,10,10,9.0
knee,20,5,121,61,49,59,10,10,9.0
knee,20,5,121,62,55,63,10,10,9.0
knee,20,5,121,63,57,69,12,12,9.0
knee,20,5,121,64,55,67,12,12,9.0
knee,20,5,121,65,57,69,12,12,9.0
knee,20,5,121,66,57,69,12,12,9.0
knee,20,5,121,67,55,67,12,12,9.0
knee,20,5,121,68,55,65,10,10,9.0
knee,20,5,121,69,55,67,12,12,9.0
knee,20,5,121,70,61,71,12,12,9.0
knee,20,5,121,71,67,79,14,14,9.0
knee,20,5,121,72,73,83,14,14,9.0
knee,20,5,121,73,81,87,14,14,9.0
knee,20,5,121,74,83,97,16,16,9.0
