arm,mbar,dt,seed,epoch,tag_pop,n_tagged,removed,gamma
chronic,26,0,150,63,35,6,6,5.0
chronic,26,0,150,64,39,8,8,5.0
chronic,26,0,150,65,41,8,8,5.0
chronic,26,0,150,66,41,8,8,5.0
chronic,26,0,150,67,43,8,8,5.0
chronic,26,0,150,68,45,8,8,5.0
chronic,26,0,150,69,45,8,8,5.0
chronic,26,0,150,70,45,10,10,5.0
chronic,26,0,150,71,41,8,8,5.0
chronic,26,0,150,72,41,8,8,5.0
chronic,26,0,150,73,39,8,8,5.0
chronic,26,0,150,74,41,8,8,5.0
chronic,26,0,150,75,43,8,8,5.0
chronic,26,0,150,76,43,8,8,5.0
chronic,26,0,150,77,41,8,8,5.0
chronic,26,0,150,78,39,8,8,5.0
chronic,26,0,150,79,41,8,8,5.0
chronic,26,0,150,80,43,8,8,5.0
chronic,26,0,150,81,43,8,8,5.0
chronic,26,0,150,82,47,8,8,5.0
chronic,26,0,150,83,43,8,8,5.0
chronic,26,0,150,84,43,8,8,5.0
chronic,26,0,150,85,45,8,8,5.0
chronic,26,0,150,86,45,8,8,5.0
chronic,26,0,150,87,45,8,8,5.0
chronic,26,0,150,88,43,8,8,5.0
chronic,26,0,150,89,43,8,8,5.0
chronic,26,0,150,90,45,8,8,5.0
chronic,26,0,150,91,45,8,8,5.0
chronic,26,0,150,92,41,8,8,5.0
chronic,26,0,150,93,37,8,8,5.0
chronic,26,0,150,94,37,8,8,5.0
chronic,26,0,150,95,37,8,8,5.0
chronic,26,0,150,96,37,8,8,5.0
chronic,26,0,150,97,37,8,8,5.0
chronic,26,0,150,98,35,8,8,5.0
chronic,26,0,150,99,37,8,8,5.0
chronic,26,0,150,100,37,8,8,5.0
chronic,40,0,141,50,7,2,2,10.0
chronic,40,0,141,51,7,2,2,10.0
chronic,40,0,141,52,15,4,4,10.0
chronic,40,0,141,53,35,6,6,12.0
chronic,40,0,141,54,39,8,8,12.0
chronic,40,0,141,55,43,8,8,12.0
chronic,40,0,141,56,49,10,10,12.0
chronic,40,0,141,57,59,12,12,12.0
chronic,40,0,141,58,63,12,12,12.0
chronic,40,0,141,59,67,12,12,12.0
chronic,40,0,141,60,71,14,14,12.0
chronic,40,0,141,61,69,14,14,12.0
chronic,40,0,141,62,65,14,14,12.0
chronic,40,0,141,63,65,12,12,12.0
chronic,40,0,141,64,71,14,14,12.0
chronic,40,0,141,65,71,14,14,12.0
chronic,40,0,141,66,77,16,16,12.0
chronic,40,0,141,67,75,14,14,12.0
chronic,40,0,141,68,75,14,14,12.0
chronic,40,0,141,69,73,14,14,12.0
chronic,40,0,141,70,81,16,16,12.0
chronic,40,0,141,71,83,16,16,12.0
chronic,40,0,141,72,87,16,16,12.0
chronic,40,0,141,73,93,18,18,12.0
chronic,40,0,141,74,97,18,18,12.0
chronic,40,0,141,75,99,20,20,12.0
chronic,40,0,141,76,99,18,18,12.0
chronic,40,0,141,77,99,20,20,12.0
chronic,40,0,141,78,95,18,18,12.0
chronic,40,0,141,79,99,20,20,12.0
chronic,40,0,141,80,95,20,20,12.0
chronic,40,0,141,81,93,18,18,12.0
chronic,40,0,141,82,89,18,18,12.0
chronic,40,0,141,83,101,18,18,12.0
chronic,40,0,141,84,107,20,20,12.0
chronic,40,0,141,85,105,22,22,12.0
chronic,40,0,141,86,105,20,20,12.0
chronic,40,0,141,87,101,20,20,12.0
chronic,40,0,141,88,103,20,20,12.0
chronic,40,0,141,89,95,20,20,12.0
chronic,40,0,141,90,101,20,20,12.0
chronic,40,0,141,91,101,20,20,12.0
chronic,40,0,141,92,99,20,20,12.0
chronic,40,0,141,93,97,20,20,12.0
chronic,40,0,141,94,99,20,20,12.0
chronic,40,0,141,95,99,20,20,12.0
chronic,40,0,141,96,99,20,20,12.0
chronic,40,0,141,97,103,20,20,12.0
chronic,40,0,141,98,99,20,20,12.0
chronic,40,0,141,99,101,20,20,12.0
chronic,40,0,141,100,105,20,20,12.0
chronic,40,0,142,50,7,2,2,16.0
chronic,40,0,142,51,17,4,4,15.0
chronic,40,0,142,52,43,8,8,17.0
chronic,40,0,142,53,65,12,12,17.0
chronic,40,0,142,54,87,16,16,17.0
chronic,40,0,142,55,103,20,20,17.0
chronic,40,0,142,56,115,24,24,18.0
chronic,40,0,142,57,129,26,26,18.0
chronic,40,0,142,58,139,28,28,18.0
chronic,40,0,142,59,149,30,30,18.0
chronic,40,0,142,60,155,30,30,18.0
chronic,40,0,142,61,157,30,30,18.0
chronic,40,0,142,62,171,30,30,18.0
chronic,40,0,142,63,163,32,32,16.0
chronic,40,0,142,64,155,30,30,19.0
chronic,40,0,142,65,149,30,30,19.0
chronic,40,0,142,66,143,28,28,19.0
chronic,40,0,142,67,135,28,28,19.0
chronic,40,0,142,68,133,26,26,18.0
chronic,40,0,142,69,127,24,24,18.0
chronic,40,0,142,70,121,24,24,20.0
chronic,40,0,142,71,119,24,24,18.0
chronic,40,0,142,72,121,24,24,18.0
chronic,40,0,142,73,129,24,24,18.0
chronic,40,0,142,74,125,26,26,15.0
chronic,40,0,142,75,125,26,26,16.0
chronic,40,0,142,76,121,24,24,16.0
chronic,40,0,142,77,115,24,24,16.0
chronic,40,0,142,78,115,22,22,16.0
chronic,40,0,142,79,115,22,22,16.0
chronic,40,0,142,80,115,22,22,16.0
chronic,40,0,142,81,115,22,22,15.0
chronic,40,0,142,82,115,24,24,15.0
chronic,40,0,142,83,113,22,22,15.0
chronic,40,0,142,84,111,20,20,15.0
chronic,40,0,142,85,117,24,24,15.0
chronic,40,0,142,86,119,24,24,15.0
chronic,40,0,142,87,121,22,22,15.0
chronic,40,0,142,88,113,22,22,15.0
chronic,40,0,142,89,117,24,24,15.0
chronic,40,0,142,90,113,22,22,15.0
chronic,40,0,142,91,109,22,22,15.0
chronic,40,0,142,92,115,22,22,15.0
chronic,40,0,142,93,121,24,24,15.0
chronic,40,0,142,94,123,24,24,15.0
chronic,40,0,142,95,123,24,24,15.0
chronic,40,0,142,96,121,24,24,15.0
chronic,40,0,142,97,117,24,24,15.0
chronic,40,0,142,98,125,24,24,15.0
chronic,40,0,142,99,117,24,24,15.0
chronic,40,0,142,100,113,22,22,15.0
chronic,40,0,143,50,9,2,2,6.0
chronic,40,0,143,51,17,4,4,6.0
chronic,40,0,143,52,19,4,4,6.0
chronic,40,0,143,53,25,4,4,6.0
chronic,40,0,143,54,33,6,6,6.0
chronic,40,0,143,55,35,8,8,6.0
chronic,40,0,143,56,41,8,8,6.0
chronic,40,0,143,57,45,8,8,6.0
chronic,40,0,143,58,51,10,10,6.0
chronic,40,0,143,59,53,10,10,6.0
chronic,40,0,143,60,53,10,10,6.0
chronic,40,0,143,61,53,10,10,6.0
chronic,40,0,143,62,51,10,10,6.0
chronic,40,0,143,63,51,10,10,6.0
chronic,40,0,143,64,55,10,10,6.0
chronic,40,0,143,65,55,12,12,6.0
chronic,40,0,143,66,59,12,12,6.0
chronic,40,0,143,67,59,12,12,6.0
chronic,40,0,143,68,61,12,12,6.0
chronic,40,0,143,69,59,12,12,6.0
chronic,40,0,143,70,59,12,12,6.0
chronic,40,0,143,71,61,12,12,6.0
chronic,40,0,143,72,63,12,12,6.0
chronic,40,0,143,73,63,12,12,6.0
chronic,40,0,143,74,63,12,12,6.0
chronic,40,0,143,75,67,12,12,6.0
chronic,40,0,143,76,69,12,12,6.0
chronic,40,0,143,77,71,14,14,6.0
chronic,40,0,143,78,73,14,14,6.0
chronic,40,0,143,79,69,14,14,6.0
chronic,40,0,143,80,69,14,14,6.0
chronic,40,0,143,81,65,14,14,6.0
chronic,40,0,143,82,65,12,12,6.0
chronic,40,0,143,83,65,12,12,6.0
chronic,40,0,143,84,63,12,12,6.0
chronic,40,0,143,85,59,12,12,6.0
chronic,40,0,143,86,59,12,12,6.0
chronic,40,0,143,87,59,12,12,6.0
chronic,40,0,143,88,59,10,10,6.0
chronic,40,0,143,89,57,12,12,6.0
chronic,40,0,143,90,57,12,12,6.0
chronic,40,0,143,91,59,12,12,6.0
chronic,40,0,143,92,61,12,12,6.0
chronic,40,0,143,93,63,12,12,6.0
chronic,40,0,143,94,63,12,12,6.0
chronic,40,0,143,95,63,12,12,6.0
chronic,40,0,143,96,63,12,12,6.0
chronic,40,0,143,97,65,12,12,6.0
chronic,40,0,143,98,69,12,12,6.0
chronic,40,0,143,99,77,14,14,6.0
chronic,40,0,143,100,79,14,14,6.0
chronic,40,0,144,50,9,2,2,23.0
chronic,40,0,144,51,23,4,4,19.0
chronic,40,0,144,52,43,8,8,19.0
chronic,40,0,144,53,63,12,12,19.0
chronic,40,0,144,54,83,16,16,19.0
chronic,40,0,144,55,97,18,18,16.0
chronic,40,0,144,56,107,22,22,16.0
chronic,40,0,144,57,121,24,24,16.0
chronic,40,0,144,58,131,26,26,16.0
chronic,40,0,144,59,135,26,26,16.0
chronic,40,0,144,60,141,28,28,16.0
chronic,40,0,144,61,149,28,28,16.0
chronic,40,0,144,62,155,30,30,16.0
chronic,40,0,144,63,157,32,32,16.0
chronic,40,0,144,64,161,32,32,16.0
chronic,40,0,144,65,161,32,32,16.0
chronic,40,0,144,66,163,30,30,16.0
chronic,40,0,144,67,181,34,34,20.0
chronic,40,0,144,68,183,36,36,20.0
chronic,40,0,144,69,183,36,36,22.0
chronic,40,0,144,70,187,36,36,22.0
chronic,40,0,144,71,191,38,38,21.0
chronic,40,0,144,72,195,38,38,22.0
chronic,40,0,144,73,191,38,38,22.0
chronic,40,0,144,74,193,38,38,21.0
chronic,40,0,144,75,195,38,38,21.0
chronic,40,0,144,76,197,38,38,21.0
chronic,40,0,144,78,237,46,46,21.0
chronic,40,0,144,79,235,46,46,21.0
chronic,40,0,144,81,271,54,54,21.0
chronic,40,0,144,82,259,52,52,21.0
chronic,40,0,144,83,253,50,50,21.0
chronic,40,0,144,85,287,56,56,21.0
chronic,40,0,144,86,285,54,54,21.0
chronic,40,0,144,87,277,54,54,21.0
chronic,40,0,144,88,267,54,54,21.0
chronic,40,0,144,89,259,52,52,21.0
chronic,40,0,144,90,255,50,50,21.0
chronic,40,0,144,91,251,50,50,21.0
chronic,40,0,144,93,281,54,54,21.0
chronic,40,0,144,94,267,50,50,21.0
chronic,40,0,144,95,259,50,50,21.0
chronic,40,0,144,96,245,48,48,21.0
chronic,40,0,144,97,233,46,46,21.0
chronic,40,0,144,98,235,44,44,22.0
chronic,40,0,144,99,235,44,44,23.0
chronic,40,0,145,50,7,2,2,17.0
chronic,40,0,145,51,17,4,4,16.0
chronic,40,0,145,52,43,8,8,17.0
chronic,40,0,145,53,65,12,12,17.0
chronic,40,0,145,54,89,16,16,17.0
chronic,40,0,145,55,105,20,20,18.0
chronic,40,0,145,56,119,24,24,18.0
chronic,40,0,145,57,135,26,26,18.0
chronic,40,0,145,58,145,28,28,18.0
chronic,40,0,145,59,153,30,30,18.0
chronic,40,0,145,60,155,32,32,18.0
chronic,40,0,145,61,161,30,30,18.0
chronic,40,0,145,62,165,32,32,18.0
chronic,40,0,145,63,163,32,32,18.0
chronic,40,0,145,64,155,30,30,18.0
chronic,40,0,145,65,155,30,30,18.0
chronic,40,0,145,66,155,30,30,20.0
chronic,40,0,145,67,163,32,32,22.0
chronic,40,0,145,68,177,34,34,22.0
chronic,40,0,145,69,183,36,36,22.0
chronic,40,0,145,70,189,36,36,22.0
chronic,40,0,145,71,185,38,38,21.0
chronic,40,0,145,72,187,38,38,21.0
chronic,40,0,145,73,195,38,38,23.0
chronic,40,0,145,75,233,44,44,23.0
chronic,40,0,145,76,233,44,44,25.0
chronic,40,0,145,77,217,42,42,25.0
chronic,40,0,145,78,201,40,40,27.0
chronic,40,0,145,80,253,48,48,29.0
chronic,40,0,145,82,305,60,60,31.0
chronic,40,0,145,85,407,80,80,31.0
chronic,40,0,145,88,499,98,98,31.0
chronic,40,0,145,91,587,114,114,31.0
chronic,40,0,145,94,661,126,126,31.0
chronic,40,0,145,95,605,116,116,33.0
chronic,40,0,145,97,589,114,114,39.0
chronic,40,0,145,99,583,114,114,36.0
chronic,40,0,146,50,7,2,2,20.0
chronic,40,0,146,51,17,4,4,21.0
chronic,40,0,146,52,43,8,8,26.0
chronic,40,0,146,53,79,16,16,26.0
chronic,40,0,146,54,111,22,22,26.0
chronic,40,0,146,55,139,28,28,27.0
chronic,40,0,146,56,163,32,32,27.0
chronic,40,0,146,57,187,36,36,27.0
chronic,40,0,146,58,203,40,40,27.0
chronic,40,0,146,60,257,48,48,27.0
chronic,40,0,146,61,261,48,48,26.0
chronic,40,0,146,62,249,50,50,24.0
chronic,40,0,146,64,289,56,56,27.0
chronic,40,0,146,66,337,64,64,27.0
chronic,40,0,146,68,375,74,74,27.0
chronic,40,0,146,70,407,80,80,27.0
chronic,40,0,146,72,435,82,82,27.0
chronic,40,0,146,73,415,78,78,26.0
chronic,40,0,146,74,383,74,74,27.0
chronic,40,0,146,75,349,70,70,27.0
chronic,40,0,146,76,337,64,64,24.0
chronic,40,0,146,78,365,72,72,27.0
chronic,40,0,146,80,397,78,78,27.0
chronic,40,0,146,82,419,84,84,27.0
chronic,40,0,146,84,449,88,88,27.0
chronic,40,0,146,86,477,90,90,27.0
chronic,40,0,146,87,447,84,84,28.0
chronic,40,0,146,88,413,80,80,30.0
chronic,40,0,146,90,419,82,82,33.0
chronic,40,0,146,92,441,86,86,33.0
chronic,40,0,146,95,525,104,104,32.0
chronic,40,0,146,98,601,120,120,32.0
chronic,40,0,147,50,7,2,2,15.0
chronic,40,0,147,51,17,4,4,15.0
chronic,40,0,147,52,43,8,8,17.0
chronic,40,0,147,53,65,12,12,17.0
chronic,40,0,147,54,83,16,16,17.0
chronic,40,0,147,55,99,20,20,17.0
chronic,40,0,147,56,117,22,22,17.0
chronic,40,0,147,57,129,26,26,17.0
chronic,40,0,147,58,143,26,26,17.0
chronic,40,0,147,59,147,30,30,17.0
chronic,40,0,147,60,167,30,30,17.0
chronic,40,0,147,61,161,32,32,17.0
chronic,40,0,147,62,155,30,30,16.0
chronic,40,0,147,63,157,30,30,16.0
chronic,40,0,147,64,159,30,30,17.0
chronic,40,0,147,65,163,32,32,17.0
chronic,40,0,147,66,155,30,30,17.0
chronic,40,0,147,67,153,30,30,18.0
chronic,40,0,147,68,157,30,30,18.0
chronic,40,0,147,69,169,32,32,21.0
chronic,40,0,147,70,179,34,34,21.0
chronic,40,0,147,71,191,36,36,21.0
chronic,40,0,147,72,189,38,38,21.0
chronic,40,0,147,73,187,34,34,21.0
chronic,40,0,147,74,191,36,36,21.0
chronic,40,0,147,75,191,36,36,21.0
chronic,40,0,147,76,183,36,36,21.0
chronic,40,0,147,77,177,36,36,21.0
chronic,40,0,147,78,167,34,34,20.0
chronic,40,0,147,79,167,34,34,20.0
chronic,40,0,147,80,161,32,32,20.0
chronic,40,0,147,81,163,32,32,20.0
chronic,40,0,147,83,207,40,40,23.0
chronic,40,0,147,84,201,38,38,24.0
chronic,40,0,147,85,185,36,36,22.0
chronic,40,0,147,86,163,32,32,22.0
chronic,40,0,147,87,149,30,30,22.0
chronic,40,0,147,88,139,28,28,23.0
chronic,40,0,147,89,139,28,28,23.0
chronic,40,0,147,90,145,28,28,23.0
chronic,40,0,147,91,143,28,28,23.0
chronic,40,0,147,92,153,30,30,23.0
chronic,40,0,147,93,157,32,32,23.0
chronic,40,0,147,95,199,40,40,21.0
chronic,40,0,147,96,203,40,40,21.0
chronic,40,0,147,97,207,40,40,21.0
chronic,40,0,147,99,239,46,46,21.0
chronic,40,0,147,100,211,40,40,21.0
chronic,40,0,148,50,7,2,2,14.0
chronic,40,0,148,51,17,4,4,15.0
chronic,40,0,148,52,39,8,8,15.0
chronic,40,0,148,53,59,12,12,15.0
chronic,40,0,148,54,77,14,14,14.0
chronic,40,0,148,55,87,18,18,14.0
chronic,40,0,148,56,93,18,18,14.0
chronic,40,0,148,57,101,18,18,14.0
chronic,40,0,148,58,103,20,20,15.0
chronic,40,0,148,59,109,22,22,14.0
chronic,40,0,148,60,111,22,22,14.0
chronic,40,0,148,61,115,22,22,14.0
chronic,40,0,148,62,119,24,24,15.0
chronic,40,0,148,63,123,24,24,15.0
chronic,40,0,148,64,123,24,24,15.0
chronic,40,0,148,65,127,26,26,16.0
chronic,40,0,148,66,125,24,24,16.0
chronic,40,0,148,67,123,24,24,16.0
chronic,40,0,148,68,125,24,24,17.0
chronic,40,0,148,69,127,24,24,15.0
chronic,40,0,148,70,137,24,24,16.0
chronic,40,0,148,71,139,28,28,16.0
chronic,40,0,148,72,139,28,28,16.0
chronic,40,0,148,73,143,28,28,22.0
chronic,40,0,148,74,147,28,28,22.0
chronic,40,0,148,75,159,30,30,22.0
chronic,40,0,148,76,165,32,32,21.0
chronic,40,0,148,77,169,32,32,21.0
chronic,40,0,148,78,175,34,34,21.0
chronic,40,0,148,79,177,34,34,21.0
chronic,40,0,148,80,185,36,36,21.0
chronic,40,0,148,81,185,38,38,22.0
chronic,40,0,148,82,199,36,36,22.0
chronic,40,0,148,83,193,38,38,21.0
chronic,40,0,148,84,181,36,36,22.0
chronic,40,0,148,85,179,36,36,22.0
chronic,40,0,148,86,171,34,34,19.0
chronic,40,0,148,87,171,34,34,20.0
chronic,40,0,148,88,169,32,32,20.0
chronic,40,0,148,89,167,32,32,20.0
chronic,40,0,148,90,165,32,32,20.0
chronic,40,0,148,91,159,32,32,22.0
chronic,40,0,148,92,157,32,32,21.0
chronic,40,0,148,93,161,30,30,21.0
chronic,40,0,148,94,171,32,32,21.0
chronic,40,0,148,95,177,34,34,21.0
chronic,40,0,148,96,175,34,34,21.0
chronic,40,0,148,97,179,34,34,21.0
chronic,40,0,148,98,179,36,36,21.0
chronic,40,0,148,99,187,36,36,21.0
chronic,40,0,149,50,7,2,2,9.0
chronic,40,0,149,51,19,4,4,9.0
chronic,40,0,149,52,33,6,6,10.0
chronic,40,0,149,53,45,8,8,10.0
chronic,40,0,149,54,55,10,10,10.0
chronic,40,0,149,55,65,12,12,10.0
chronic,40,0,149,56,71,14,14,10.0
chronic,40,0,149,57,79,16,16,10.0
chronic,40,0,149,58,81,16,16,10.0
chronic,40,0,149,59,83,16,16,10.0
chronic,40,0,149,60,85,18,18,10.0
chronic,40,0,149,61,87,18,18,10.0
chronic,40,0,149,62,89,18,18,10.0
chronic,40,0,149,63,93,18,18,10.0
chronic,40,0,149,64,99,18,18,10.0
chronic,40,0,149,65,101,20,20,10.0
chronic,40,0,149,66,101,20,20,10.0
chronic,40,0,149,67,107,20,20,10.0
chronic,40,0,149,68,111,22,22,10.0
chronic,40,0,149,69,109,22,22,10.0
chronic,40,0,149,70,109,22,22,10.0
chronic,40,0,149,71,105,22,22,10.0
chronic,40,0,149,72,107,20,20,10.0
chronic,40,0,149,73,109,22,22,10.0
chronic,40,0,149,74,107,22,22,10.0
chronic,40,0,149,75,105,22,22,10.0
chronic,40,0,149,76,107,20,20,10.0
chronic,40,0,149,77,111,22,22,10.0
chronic,40,0,149,78,107,22,22,10.0
chronic,40,0,149,79,107,22,22,10.0
chronic,40,0,149,80,105,20,20,10.0
chronic,40,0,149,81,117,20,20,10.0
chronic,40,0,149,82,121,22,22,10.0
chronic,40,0,149,83,123,24,24,10.0
chronic,40,0,149,84,121,24,24,10.0
chronic,40,0,149,85,115,24,24,10.0
chronic,40,0,149,86,111,22,22,10.0
chronic,40,0,149,87,111,22,22,10.0
chronic,40,0,149,88,115,22,22,10.0
chronic,40,0,149,89,111,22,22,10.0
chronic,40,0,149,90,109,22,22,10.0
chronic,40,0,149,91,109,22,22,10.0
chronic,40,0,149,92,107,22,22,10.0
chronic,40,0,149,93,109,22,22,10.0
chronic,40,0,149,94,109,22,22,10.0
chronic,40,0,149,95,107,22,22,10.0
chronic,40,0,149,96,107,22,22,10.0
chronic,40,0,149,97,107,20,20,10.0
chronic,40,0,149,98,111,20,20,10.0
chronic,40,0,149,99,107,22,22,10.0
chronic,40,0,149,100,107,22,22,10.0
chronic,40,0,150,50,7,2,2,5.0
chronic,40,0,150,51,15,2,2,5.0
chronic,40,0,150,52,21,4,4,5.0
chronic,40,0,150,53,25,6,6,5.0
chronic,40,0,150,54,29,6,6,5.0
chronic,40,0,150,55,33,6,6,5.0
chronic,40,0,150,56,33,6,6,5.0
chronic,40,0,150,57,29,6,6,5.0
chronic,40,0,150,58,29,6,6,5.0
chronic,40,0,150,59,31,6,6,5.0
chronic,40,0,150,60,29,6,6,5.0
chronic,40,0,150,61,29,6,6,5.0
chronic,40,0,150,62,31,6,6,5.0
chronic,40,0,150,63,39,6,6,5.0
chronic,40,0,150,64,41,8,8,5.0
chronic,40,0,150,65,41,8,8,5.0
chronic,40,0,150,66,41,8,8,5.0
chronic,40,0,150,67,41,8,8,5.0
chronic,40,0,150,68,43,8,8,5.0
chronic,40,0,150,69,45,8,8,5.0
chronic,40,0,150,70,45,8,8,5.0
chronic,40,0,150,71,45,10,10,5.0
chronic,40,0,150,72,41,8,8,5.0
chronic,40,0,150,73,43,8,8,5.0
chronic,40,0,150,74,43,8,8,5.0
chronic,40,0,150,75,43,8,8,5.0
chronic,40,0,150,76,43,8,8,5.0
chronic,40,0,150,77,51,8,8,5.0
chronic,40,0,150,78,49,10,10,5.0
chronic,40,0,150,79,51,10,10,5.0
chronic,40,0,150,80,49,10,10,5.0
chronic,40,0,150,81,51,10,10,5.0
chronic,40,0,150,82,51,10,10,5.0
chronic,40,0,150,83,53,10,10,5.0
chronic,40,0,150,84,49,10,10,5.0
chronic,40,0,150,85,45,10,10,5.0
chronic,40,0,150,86,47,10,10,5.0
chronic,40,0,150,87,47,10,10,5.0
chronic,40,0,150,88,49,8,8,5.0
chronic,40,0,150,89,49,10,10,5.0
chronic,40,0,150,90,49,10,10,5.0
chronic,40,0,150,91,49,10,10,5.0
chronic,40,0,150,92,45,10,10,5.0
chronic,40,0,150,93,45,8,8,5.0
chronic,40,0,150,94,45,10,10,5.0
chronic,40,0,150,95,45,8,8,5.0
chronic,40,0,150,96,45,10,10,5.0
chronic,40,0,150,97,45,10,10,5.0
chronic,40,0,150,98,47,10,10,5.0
chronic,40,0,150,99,47,10,10,5.0
chronic,40,0,150,100,45,10,10,5.0
knee,20,5,121,55,7,2,2,9.0
knee,20,5,121,56,17,4,4,9.0
knee,20,5,121,57,29,6,6,9.0
knee,20,5,121,58,37,6,6,9.0
knee,20,5,121,59,45,8,8,9.0
knee,20,5,121,60,47,10,10,9.0
knee,20,5,121,61,49,10,10,9.0
knee,20,5,121,62,55,10,10,9.0
knee,20,5,121,63,57,12,12,9.0
knee,20,5,121,64,55,12,12,9.0
knee,20,5,121,65,57,12,12,9.0
knee,20,5,121,66,57,12,12,9.0
knee,20,5,121,67,55,12,12,9.0
knee,20,5,121,68,55,10,10,9.0
knee,20,5,121,69,55,12,12,9.0
knee,20,5,121,70,61,12,12,9.0
knee,20,5,121,71,67,14,14,9.0
knee,20,5,121,72,73,14,14,9.0
knee,20,5,121,73,81,14,14,9.0
knee,20,5,121,74,83,16,16,9.0
knee,20,5,121,75,85,16,16,9.0
knee,20,5,121,76,87,18,18,9.0
knee,20,5,121,77,91,18,18,9.0
knee,20,5,121,78,93,18,18,9.0
knee,20,5,121,79,93,18,18,9.0
knee,20,5,121,80,91,18,18,9.0
knee,20,5,121,81,87,16,16,9.0
knee,20,5,121,82,83,16,16,9.0
knee,20,5,121,83,81,16,16,9.0
knee,20,5,121,84,79,16,16,9.0
knee,20,5,121,85,79,16,16,9.0
knee,20,5,121,86,81,16,16,9.0
knee,20,5,121,87,75,14,14,9.0
knee,20,5,121,88,69,14,14,9.0
knee,20,5,121,89,67,14,14,9.0
knee,20,5,121,90,69,14,14,9.0
knee,20,5,121,91,65,14,14,9.0
knee,20,5,121,92,65,14,14,9.0
knee,20,5,121,93,61,12,12,9.0
knee,20,5,121,94,65,12,12,9.0
knee,20,5,121,95,59,12,12,9.0
knee,20,5,121,96,55,12,12,9.0
knee,20,5,121,97,53,10,10,9.0
knee,20,5,121,98,55,10,10,9.0
knee,20,5,121,99,55,10,10,9.0
knee,20,5,121,100,57,10,10,9.0
knee,20,5,122,55,17,4,4,7.0
knee,20,5,122,56,23,4,4,7.0
knee,20,5,122,57,29,6,6,7.0
knee,20,5,122,58,29,6,6,7.0
knee,20,5,122,59,33,6,6,7.0
knee,20,5,122,60,37,8,8,7.0
knee,20,5,122,61,45,8,8,7.0
knee,20,5,122,62,43,8,8,7.0
knee,20,5,122,63,45,10,10,7.0
knee,20,5,122,64,45,8,8,7.0
knee,20,5,122,65,47,8,8,7.0
knee,20,5,122,66,49,10,10,7.0
knee,20,5,122,67,51,10,10,7.0
knee,20,5,122,68,53,10,10,7.0
knee,20,5,122,69,53,10,10,7.0
knee,20,5,122,70,55,10,10,7.0
knee,20,5,122,71,55,10,10,7.0
knee,20,5,122,72,57,12,12,7.0
knee,20,5,122,73,59,12,12,7.0
knee,20,5,122,74,57,12,12,7.0
knee,20,5,122,75,57,12,12,7.0
knee,20,5,122,76,61,12,12,7.0
knee,20,5,122,77,65,12,12,7.0
knee,20,5,122,78,65,12,12,7.0
knee,20,5,122,79,65,12,12,7.0
knee,20,5,122,80,65,14,14,7.0
knee,20,5,122,81,71,12,12,7.0
knee,20,5,122,82,75,14,14,7.0
knee,20,5,122,83,73,14,14,7.0
knee,20,5,122,84,69,14,14,7.0
knee,20,5,122,85,69,14,14,7.0
knee,20,5,122,86,65,14,14,7.0
knee,20,5,122,87,63,12,12,7.0
knee,20,5,122,88,59,12,12,7.0
knee,20,5,122,89,55,12,12,7.0
knee,20,5,122,90,57,12,12,7.0
knee,20,5,122,91,59,12,12,7.0
knee,20,5,122,92,55,12,12,7.0
knee,20,5,122,93,57,12,12,7.0
knee,20,5,122,94,53,10,10,7.0
knee,20,5,122,95,55,10,10,7.0
knee,20,5,122,96,59,12,12,7.0
knee,20,5,122,97,67,12,12,7.0
knee,20,5,122,98,69,14,14,7.0
knee,20,5,122,99,69,14,14,7.0
knee,20,5,122,100,67,14,14,7.0
knee,20,5,123,55,23,4,4,10.0
knee,20,5,123,56,35,8,8,10.0
knee,20,5,123,57,47,10,10,11.0
knee,20,5,123,58,57,12,12,11.0
knee,20,5,123,59,69,14,14,11.0
knee,20,5,123,60,77,16,16,11.0
knee,20,5,123,61,83,16,16,11.0
knee,20,5,123,62,87,18,18,11.0
knee,20,5,123,63,87,16,16,12.0
knee,20,5,123,65,101,20,20,11.0
knee,20,5,123,66,105,20,20,11.0
knee,20,5,123,67,107,22,22,11.0
knee,20,5,123,70,127,24,24,11.0
knee,20,5,123,71,135,24,24,11.0
knee,20,5,123,72,133,26,26,11.0
knee,20,5,123,75,141,28,28,11.0
knee,20,5,123,76,137,28,28,11.0
knee,20,5,123,77,133,26,26,11.0
knee,20,5,123,80,153,30,30,11.0
knee,20,5,123,81,147,28,28,11.0
knee,20,5,123,82,143,28,28,11.0
knee,20,5,123,85,147,28,28,11.0
knee,20,5,123,86,143,28,28,11.0
knee,20,5,123,87,139,28,28,11.0
knee,20,5,123,90,145,28,28,11.0
knee,20,5,123,91,139,28,28,11.0
knee,20,5,123,92,135,26,26,11.0
knee,20,5,123,95,135,26,26,11.0
knee,20,5,123,96,133,26,26,11.0
knee,20,5,123,97,129,26,26,11.0
knee,20,5,124,55,13,2,2,9.0
knee,20,5,124,56,25,6,6,9.0
knee,20,5,124,57,35,6,6,9.0
knee,20,5,124,58,45,8,8,9.0
knee,20,5,124,59,53,10,10,9.0
knee,20,5,124,60,59,12,12,9.0
knee,20,5,124,61,67,12,12,9.0
knee,20,5,124,62,73,14,14,9.0
knee,20,5,124,63,79,16,16,9.0
knee,20,5,124,64,81,16,16,9.0
knee,20,5,124,65,83,16,16,9.0
knee,20,5,124,66,81,16,16,9.0
