arm,mbar,dt,seed,epoch,tag_pop,n_tagged,removed,gamma
knee,20,5,124,67,81,16,16,9.0
knee,20,5,124,68,75,14,14,9.0
knee,20,5,124,69,75,14,14,9.0
knee,20,5,124,70,75,14,14,9.0
knee,20,5,124,71,73,14,14,9.0
knee,20,5,124,72,77,14,14,9.0
knee,20,5,124,73,75,14,14,9.0
knee,20,5,124,74,75,14,14,9.0
knee,20,5,124,75,81,16,16,9.0
knee,20,5,124,76,81,16,16,9.0
knee,20,5,124,77,81,16,16,9.0
knee,20,5,124,78,77,16,16,9.0
knee,20,5,124,79,75,14,14,9.0
knee,20,5,124,80,79,16,16,9.0
knee,20,5,124,81,81,16,16,9.0
knee,20,5,124,82,81,16,16,9.0
knee,20,5,124,83,81,16,16,9.0
knee,20,5,124,85,81,16,16,9.0
knee,20,5,124,86,77,14,14,9.0
knee,20,5,124,87,73,14,14,9.0
knee,20,5,124,88,75,14,14,9.0
knee,20,5,124,89,73,14,14,9.0
knee,20,5,124,90,79,14,14,9.0
knee,20,5,124,91,73,14,14,9.0
knee,20,5,124,92,71,14,14,9.0
knee,20,5,124,93,73,14,14,9.0
knee,20,5,124,94,67,14,14,9.0
knee,20,5,124,95,69,14,14,9.0
knee,20,5,124,96,73,14,14,9.0
knee,20,5,124,97,77,16,16,9.0
knee,20,5,124,98,79,16,16,9.0
knee,20,5,125,55,5,2,2,3.0
knee,20,5,125,56,7,2,2,3.0
knee,20,5,125,57,9,2,2,3.0
knee,20,5,125,58,11,2,2,3.0
knee,20,5,125,59,11,2,2,3.0
knee,20,5,125,60,13,2,2,3.0
knee,20,5,125,61,15,4,4,3.0
knee,20,5,125,62,19,4,4,3.0
knee,20,5,125,63,23,4,4,3.0
knee,20,5,125,64,23,4,4,3.0
knee,20,5,125,65,25,4,4,3.0
knee,20,5,125,66,25,6,6,3.0
knee,20,5,125,67,25,6,6,3.0
knee,20,5,125,68,25,4,4,3.0
knee,20,5,125,69,25,6,6,3.0
knee,20,5,125,70,25,4,4,3.0
knee,20,5,125,71,25,6,6,3.0
knee,20,5,125,72,25,4,4,3.0
knee,20,5,125,73,25,6,6,3.0
knee,20,5,125,74,27,6,6,3.0
knee,20,5,125,75,27,6,6,3.0
knee,20,5,125,76,25,6,6,3.0
knee,20,5,125,77,25,6,6,3.0
knee,20,5,125,78,25,4,4,3.0
knee,20,5,125,79,25,4,4,3.0
knee,20,5,125,80,25,6,6,3.0
knee,20,5,125,81,25,6,6,3.0
knee,20,5,125,82,25,6,6,3.0
knee,20,5,125,83,25,6,6,3.0
knee,20,5,125,84,27,4,4,3.0
knee,20,5,125,85,29,6,6,3.0
knee,20,5,125,86,29,6,6,3.0
knee,20,5,125,87,33,6,6,3.0
knee,20,5,125,88,31,6,6,3.0
knee,20,5,125,89,31,6,6,3.0
knee,20,5,125,90,31,6,6,3.0
knee,20,5,125,91,29,6,6,3.0
knee,20,5,125,92,29,6,6,3.0
knee,20,5,125,93,29,6,6,3.0
knee,20,5,125,94,29,6,6,3.0
knee,20,5,125,95,29,6,6,3.0
knee,20,5,125,96,29,6,6,3.0
knee,20,5,125,97,29,6,6,3.0
knee,20,5,125,98,29,6,6,3.0
knee,20,5,125,99,27,6,6,3.0
knee,20,5,125,100,27,6,6,3.0
knee,20,5,126,56,7,2,2,3.0
knee,20,5,126,57,7,2,2,3.0
knee,20,5,126,58,9,2,2,3.0
knee,20,5,126,59,11,2,2,3.0
knee,20,5,126,60,15,2,2,3.0
knee,20,5,126,61,17,4,4,3.0
knee,20,5,126,62,21,4,4,3.0
knee,20,5,126,63,23,4,4,3.0
knee,20,5,126,64,23,4,4,3.0
knee,20,5,126,65,25,4,4,3.0
knee,20,5,126,66,25,6,6,3.0
knee,20,5,126,67,25,4,4,3.0
knee,20,5,126,68,27,6,6,3.0
knee,20,5,126,69,29,6,6,3.0
knee,20,5,126,70,29,6,6,3.0
knee,20,5,126,71,29,6,6,3.0
knee,20,5,126,72,27,6,6,3.0
knee,20,5,126,73,25,6,6,3.0
knee,20,5,126,74,27,4,4,3.0
knee,20,5,126,75,27,6,6,3.0
knee,20,5,126,76,27,4,4,3.0
knee,20,5,126,77,27,6,6,3.0
knee,20,5,126,78,27,4,4,3.0
knee,20,5,126,79,29,6,6,3.0
knee,20,5,126,80,29,6,6,3.0
knee,20,5,126,81,29,6,6,3.0
knee,20,5,126,82,27,6,6,3.0
knee,20,5,126,83,27,6,6,3.0
knee,20,5,126,84,29,6,6,3.0
knee,20,5,126,85,27,6,6,3.0
knee,20,5,126,86,27,6,6,3.0
knee,20,5,126,87,29,6,6,3.0
knee,20,5,126,88,31,6,6,3.0
knee,20,5,126,89,31,6,6,3.0
knee,20,5,126,90,29,6,6,3.0
knee,20,5,126,91,29,6,6,3.0
knee,20,5,126,92,29,6,6,3.0
knee,20,5,126,93,33,6,6,3.0
knee,20,5,126,94,33,6,6,3.0
knee,20,5,126,95,31,6,6,3.0
knee,20,5,126,96,31,6,6,3.0
knee,20,5,126,97,31,6,6,3.0
knee,20,5,126,98,31,6,6,3.0
knee,20,5,126,99,31,6,6,3.0
knee,20,5,126,100,31,6,6,3.0
knee,20,5,127,55,13,2,2,13.0
knee,20,5,127,56,33,6,6,13.0
knee,20,5,127,57,49,10,10,13.0
knee,20,5,127,58,65,12,12,13.0
knee,20,5,127,59,79,16,16,13.0
knee,20,5,127,60,91,18,18,13.0
knee,20,5,127,61,101,20,20,13.0
knee,20,5,127,62,105,20,20,13.0
knee,20,5,127,65,119,22,22,13.0
knee,20,5,127,66,117,24,24,13.0
knee,20,5,127,67,105,20,20,13.0
knee,20,5,127,68,101,20,20,13.0
knee,20,5,127,70,101,20,20,13.0
knee,20,5,127,71,109,20,20,13.0
knee,20,5,127,72,113,22,22,13.0
knee,20,5,127,75,131,24,24,13.0
knee,20,5,127,76,131,24,24,13.0
knee,20,5,127,77,125,24,24,13.0
knee,20,5,127,80,135,26,26,13.0
knee,20,5,127,81,125,24,24,13.0
knee,20,5,127,82,113,22,22,13.0
knee,20,5,127,83,105,20,20,13.0
knee,20,5,127,85,109,22,22,13.0
knee,20,5,127,86,107,20,20,13.0
knee,20,5,127,87,95,18,18,13.0
knee,20,5,127,88,89,18,18,13.0
knee,20,5,127,90,91,18,18,13.0
knee,20,5,127,91,89,18,18,13.0
knee,20,5,127,92,85,16,16,13.0
knee,20,5,127,93,79,16,16,13.0
knee,20,5,127,95,89,18,18,13.0
knee,20,5,127,96,93,18,18,13.0
knee,20,5,127,97,93,18,18,13.0
knee,20,5,127,98,85,16,16,13.0
knee,20,5,128,55,7,2,2,23.0
knee,20,5,128,56,17,4,4,22.0
knee,20,5,128,57,31,6,6,24.0
knee,20,5,128,58,43,8,8,24.0
knee,20,5,128,59,49,10,10,26.0
knee,20,5,128,60,65,12,12,24.0
knee,20,5,128,61,85,18,18,24.0
knee,20,5,128,62,99,20,20,24.0
knee,20,5,128,63,107,22,22,25.0
knee,20,5,128,65,151,30,30,29.0
knee,20,5,128,70,275,52,52,33.0
knee,20,5,128,75,391,76,76,33.0
knee,20,5,128,80,403,80,80,27.0
knee,20,5,128,85,433,84,84,30.0
knee,20,5,128,90,433,82,82,23.0
knee,20,5,128,95,447,88,88,23.0
knee,20,5,129,55,7,2,2,6.0
knee,20,5,129,56,15,2,2,6.0
knee,20,5,129,57,23,4,4,6.0
knee,20,5,129,58,29,6,6,6.0
knee,20,5,129,59,33,6,6,6.0
knee,20,5,129,60,35,6,6,6.0
knee,20,5,129,61,35,8,8,6.0
knee,20,5,129,62,37,8,8,6.0
knee,20,5,129,63,43,8,8,6.0
knee,20,5,129,64,41,8,8,6.0
knee,20,5,129,65,41,8,8,6.0
knee,20,5,129,66,41,8,8,6.0
knee,20,5,129,67,39,8,8,6.0
knee,20,5,129,68,43,8,8,6.0
knee,20,5,129,69,45,8,8,6.0
knee,20,5,129,70,47,8,8,6.0
knee,20,5,129,71,49,10,10,6.0
knee,20,5,129,72,49,10,10,6.0
knee,20,5,129,73,49,10,10,6.0
knee,20,5,129,74,45,8,8,6.0
knee,20,5,129,75,47,10,10,6.0
knee,20,5,129,76,45,10,10,6.0
knee,20,5,129,77,49,10,10,6.0
knee,20,5,129,78,49,10,10,6.0
knee,20,5,129,79,47,10,10,6.0
knee,20,5,129,80,45,8,8,6.0
knee,20,5,129,81,43,8,8,6.0
knee,20,5,129,82,41,8,8,6.0
knee,20,5,129,83,39,8,8,6.0
knee,20,5,129,84,41,8,8,6.0
knee,20,5,129,85,43,8,8,6.0
knee,20,5,129,86,47,8,8,6.0
knee,20,5,129,87,49,10,10,6.0
knee,20,5,129,88,51,10,10,6.0
knee,20,5,129,89,45,10,10,6.0
knee,20,5,129,90,45,8,8,6.0
knee,20,5,129,91,47,10,10,6.0
knee,20,5,129,92,51,10,10,6.0
knee,20,5,129,93,53,10,10,6.0
knee,20,5,129,94,53,10,10,6.0
knee,20,5,129,95,55,10,10,6.0
knee,20,5,129,96,53,10,10,6.0
knee,20,5,129,97,55,10,10,6.0
knee,20,5,129,98,57,10,10,6.0
knee,20,5,129,99,61,12,12,6.0
knee,20,5,129,100,59,12,12,6.0
knee,20,5,130,55,7,2,2,5.0
knee,20,5,130,56,7,2,2,5.0
knee,20,5,130,57,9,2,2,5.0
knee,20,5,130,58,13,2,2,6.0
knee,20,5,130,59,17,4,4,6.0
knee,20,5,130,60,23,4,4,6.0
knee,20,5,130,61,27,6,6,6.0
knee,20,5,130,62,31,6,6,6.0
knee,20,5,130,63,35,6,6,6.0
knee,20,5,130,64,37,8,8,6.0
knee,20,5,130,65,39,8,8,6.0
knee,20,5,130,66,43,8,8,6.0
knee,20,5,130,67,47,8,8,6.0
knee,20,5,130,68,47,8,8,6.0
knee,20,5,130,69,49,10,10,6.0
knee,20,5,130,70,53,10,10,6.0
knee,20,5,130,71,53,10,10,6.0
knee,20,5,130,72,55,10,10,6.0
knee,20,5,130,73,53,10,10,6.0
knee,20,5,130,74,53,10,10,6.0
knee,20,5,130,75,55,10,10,6.0
knee,20,5,130,76,51,10,10,6.0
knee,20,5,130,77,51,10,10,6.0
knee,20,5,130,78,49,10,10,6.0
knee,20,5,130,79,49,10,10,6.0
knee,20,5,130,80,51,10,10,6.0
knee,20,5,130,81,49,10,10,6.0
knee,20,5,130,82,47,10,10,6.0
knee,20,5,130,83,45,10,10,6.0
knee,20,5,130,84,45,10,10,6.0
knee,20,5,130,85,45,10,10,6.0
knee,20,5,130,86,45,10,10,6.0
knee,20,5,130,87,45,8,8,6.0
knee,20,5,130,88,43,8,8,6.0
knee,20,5,130,89,45,8,8,6.0
knee,20,5,130,90,49,10,10,6.0
knee,20,5,130,91,47,10,10,6.0
knee,20,5,130,92,47,10,10,6.0
knee,20,5,130,93,47,10,10,6.0
knee,20,5,130,94,47,10,10,6.0
knee,20,5,130,95,49,10,10,6.0
knee,20,5,130,96,47,10,10,6.0
knee,20,5,130,97,47,10,10,6.0
knee,20,5,130,98,49,10,10,6.0
knee,20,5,130,99,53,10,10,6.0
knee,20,5,130,100,55,10,10,6.0
knee,20,7,121,55,7,2,2,9.0
knee,20,7,121,56,17,4,4,9.0
knee,20,7,121,57,31,6,6,9.0
knee,20,7,121,58,41,8,8,9.0
knee,20,7,121,59,43,8,8,9.0
knee,20,7,121,60,51,10,10,9.0
knee,20,7,121,61,51,10,10,9.0
knee,20,7,121,62,59,12,12,9.0
knee,20,7,121,63,69,12,12,9.0
knee,20,7,121,64,67,14,14,9.0
knee,20,7,121,65,73,14,14,9.0
knee,20,7,121,66,77,14,14,9.0
knee,20,7,121,67,75,14,14,9.0
knee,20,7,121,68,75,14,14,9.0
knee,20,7,121,69,77,14,14,9.0
knee,20,7,121,70,79,16,16,9.0
knee,20,7,121,71,79,16,16,9.0
knee,20,7,121,72,77,16,16,9.0
knee,20,7,121,73,77,16,16,9.0
knee,20,7,121,74,79,14,14,9.0
knee,20,7,121,75,75,14,14,9.0
knee,20,7,121,76,75,14,14,9.0
knee,20,7,121,77,73,14,14,9.0
knee,20,7,121,78,73,14,14,9.0
knee,20,7,121,79,67,14,14,9.0
knee,20,7,121,80,63,12,12,9.0
knee,20,7,121,81,55,12,12,9.0
knee,20,7,121,82,55,12,12,9.0
knee,20,7,121,83,53,10,10,9.0
knee,20,7,121,84,57,10,10,9.0
knee,20,7,121,85,63,12,12,9.0
knee,20,7,121,86,67,12,12,9.0
knee,20,7,121,87,69,14,14,9.0
knee,20,7,121,88,69,14,14,9.0
knee,20,7,121,89,65,12,12,9.0
knee,20,7,121,90,69,14,14,9.0
knee,20,7,121,91,69,14,14,9.0
knee,20,7,121,92,69,12,12,9.0
knee,20,7,121,93,67,14,14,9.0
knee,20,7,121,94,65,14,14,9.0
knee,20,7,121,95,63,12,12,9.0
knee,20,7,121,96,61,12,12,9.0
knee,20,7,121,97,55,12,12,9.0
knee,20,7,121,98,53,10,10,9.0
knee,20,7,121,99,53,10,10,9.0
knee,20,7,121,100,55,10,10,9.0
knee,20,7,122,55,15,2,2,7.0
knee,20,7,122,56,23,4,4,7.0
knee,20,7,122,57,29,6,6,7.0
knee,20,7,122,58,37,8,8,7.0
knee,20,7,122,59,41,8,8,7.0
knee,20,7,122,60,45,8,8,7.0
knee,20,7,122,61,41,8,8,7.0
knee,20,7,122,62,49,8,8,7.0
knee,20,7,122,63,55,10,10,7.0
knee,20,7,122,64,53,10,10,7.0
knee,20,7,122,65,53,10,10,7.0
knee,20,7,122,66,57,12,12,7.0
knee,20,7,122,67,55,12,12,7.0
knee,20,7,122,68,59,12,12,7.0
knee,20,7,122,69,59,12,12,7.0
knee,20,7,122,70,57,12,12,7.0
knee,20,7,122,71,57,12,12,7.0
knee,20,7,122,72,59,12,12,7.0
knee,20,7,122,73,63,12,12,7.0
knee,20,7,122,74,61,12,12,7.0
knee,20,7,122,75,65,12,12,7.0
knee,20,7,122,76,65,12,12,7.0
knee,20,7,122,77,65,12,12,7.0
knee,20,7,122,78,65,14,14,7.0
knee,20,7,122,79,67,12,12,7.0
knee,20,7,122,80,67,12,12,7.0
knee,20,7,122,81,63,12,12,7.0
knee,20,7,122,82,59,12,12,7.0
knee,20,7,122,83,57,12,12,7.0
knee,20,7,122,84,59,12,12,7.0
knee,20,7,122,85,59,12,12,7.0
knee,20,7,122,86,63,12,12,7.0
knee,20,7,122,87,65,12,12,7.0
knee,20,7,122,88,67,12,12,7.0
knee,20,7,122,89,65,12,12,7.0
knee,20,7,122,90,69,12,12,7.0
knee,20,7,122,91,65,14,14,7.0
knee,20,7,122,92,67,14,14,7.0
knee,20,7,122,93,65,12,12,7.0
knee,20,7,122,94,65,12,12,7.0
knee,20,7,122,95,65,12,12,7.0
knee,20,7,122,96,59,12,12,7.0
knee,20,7,122,97,63,12,12,7.0
knee,20,7,122,98,59,12,12,7.0
knee,20,7,122,99,59,12,12,7.0
knee,20,7,122,100,59,12,12,7.0
knee,20,7,123,55,23,4,4,10.0
knee,20,7,123,56,35,8,8,10.0
knee,20,7,123,57,49,10,10,11.0
knee,20,7,123,58,61,12,12,11.0
knee,20,7,123,59,69,14,14,11.0
knee,20,7,123,60,75,16,16,11.0
knee,20,7,123,62,111,20,20,11.0
knee,20,7,123,63,113,22,22,11.0
knee,20,7,123,64,111,22,22,11.0
knee,20,7,123,65,109,22,22,11.0
knee,20,7,123,66,109,22,22,11.0
knee,20,7,123,69,125,24,24,11.0
knee,20,7,123,70,123,24,24,11.0
knee,20,7,123,71,125,24,24,11.0
knee,20,7,123,72,125,24,24,11.0
knee,20,7,123,76,155,28,28,11.0
knee,20,7,123,77,153,30,30,11.0
knee,20,7,123,78,151,28,28,11.0
knee,20,7,123,79,145,28,28,11.0
knee,20,7,123,83,157,30,30,11.0
knee,20,7,123,84,153,30,30,11.0
knee,20,7,123,85,149,28,28,11.0
knee,20,7,123,90,183,36,36,11.0
knee,20,7,123,91,177,34,34,11.0
knee,20,7,123,92,167,34,34,11.0
knee,20,7,124,55,13,2,2,9.0
knee,20,7,124,56,27,6,6,9.0
knee,20,7,124,57,37,8,8,9.0
knee,20,7,124,58,47,10,10,9.0
knee,20,7,124,59,55,10,10,9.0
knee,20,7,124,60,63,12,12,9.0
knee,20,7,124,61,75,14,14,9.0
knee,20,7,124,62,79,16,16,9.0
knee,20,7,124,63,85,16,16,9.0
knee,20,7,124,64,89,18,18,9.0
knee,20,7,124,65,89,18,18,9.0
knee,20,7,124,66,91,16,16,9.0
knee,20,7,124,67,95,18,18,9.0
knee,20,7,124,68,85,16,16,9.0
knee,20,7,124,69,85,18,18,9.0
knee,20,7,124,70,83,16,16,9.0
knee,20,7,124,71,83,16,16,9.0
knee,20,7,124,72,85,16,16,9.0
knee,20,7,124,73,81,16,16,9.0
knee,20,7,124,74,75,16,16,9.0
knee,20,7,124,76,85,16,16,9.0
knee,20,7,124,77,85,18,18,9.0
knee,20,7,124,78,89,18,18,9.0
knee,20,7,124,79,91,18,18,9.0
knee,20,7,124,80,93,18,18,9.0
knee,20,7,124,83,119,22,22,9.0
knee,20,7,124,84,115,22,22,9.0
knee,20,7,124,85,115,22,22,9.0
knee,20,7,124,86,111,22,22,9.0
knee,20,7,124,87,99,20,20,9.0
knee,20,7,124,90,117,22,22,9.0
knee,20,7,124,91,115,22,22,9.0
knee,20,7,124,92,109,22,22,9.0
knee,20,7,124,93,105,20,20,9.0
knee,20,7,124,94,107,20,20,9.0
knee,20,7,125,55,5,2,2,3.0
knee,20,7,125,56,5,2,2,3.0
knee,20,7,125,57,7,2,2,3.0
knee,20,7,125,58,9,2,2,3.0
knee,20,7,125,59,13,2,2,3.0
knee,20,7,125,60,13,2,2,3.0
knee,20,7,125,61,15,2,2,3.0
knee,20,7,125,62,17,4,4,3.0
knee,20,7,125,63,15,4,4,3.0
knee,20,7,125,64,15,4,4,3.0
knee,20,7,125,65,15,4,4,3.0
knee,20,7,125,66,15,4,4,3.0
knee,20,7,125,67,15,4,4,3.0
knee,20,7,125,68,17,4,4,3.0
knee,20,7,125,69,17,4,4,3.0
knee,20,7,125,70,19,4,4,3.0
knee,20,7,125,71,21,4,4,3.0
knee,20,7,125,72,21,4,4,3.0
knee,20,7,125,73,21,4,4,3.0
knee,20,7,125,74,23,4,4,3.0
knee,20,7,125,75,27,4,4,3.0
knee,20,7,125,76,27,6,6,3.0
knee,20,7,125,77,27,6,6,3.0
knee,20,7,125,78,27,6,6,3.0
knee,20,7,125,79,27,6,6,3.0
knee,20,7,125,80,27,6,6,3.0
knee,20,7,125,81,25,6,6,3.0
knee,20,7,125,82,25,6,6,3.0
knee,20,7,125,83,25,4,4,3.0
knee,20,7,125,84,27,6,6,3.0
knee,20,7,125,85,25,6,6,3.0
knee,20,7,125,86,27,4,4,3.0
knee,20,7,125,87,27,6,6,3.0
knee,20,7,125,88,27,6,6,3.0
knee,20,7,125,89,27,6,6,3.0
knee,20,7,125,90,25,6,6,3.0
knee,20,7,125,91,25,4,4,3.0
knee,20,7,125,92,25,4,4,3.0
knee,20,7,125,93,25,4,4,3.0
knee,20,7,125,94,25,6,6,3.0
knee,20,7,125,95,25,4,4,3.0
knee,20,7,125,96,25,6,6,3.0
knee,20,7,125,97,25,6,6,3.0
knee,20,7,125,98,25,6,6,3.0
knee,20,7,125,99,25,4,4,3.0
knee,20,7,125,100,27,6,6,3.0
knee,20,7,126,55,7,2,2,3.0
knee,20,7,126,56,9,2,2,3.0
knee,20,7,126,57,11,2,2,3.0
knee,20,7,126,58,15,2,2,3.0
knee,20,7,126,59,15,2,2,3.0
knee,20,7,126,60,17,4,4,3.0
knee,20,7,126,61,15,2,2,3.0
knee,20,7,126,62,17,4,4,3.0
knee,20,7,126,63,15,2,2,3.0
knee,20,7,126,64,15,4,4,3.0
knee,20,7,126,65,17,4,4,3.0
knee,20,7,126,66,17,4,4,3.0
knee,20,7,126,67,15,4,4,3.0
knee,20,7,126,68,15,2,2,3.0
knee,20,7,126,69,17,4,4,3.0
knee,20,7,126,70,19,4,4,3.0
knee,20,7,126,71,21,4,4,3.0
knee,20,7,126,72,25,4,4,3.0
knee,20,7,126,73,25,6,6,3.0
knee,20,7,126,74,25,4,4,3.0
knee,20,7,126,75,25,4,4,3.0
knee,20,7,126,76,25,6,6,3.0
knee,20,7,126,77,25,4,4,3.0
knee,20,7,126,78,27,6,6,3.0
knee,20,7,126,79,27,6,6,3.0
knee,20,7,126,80,25,4,4,3.0
knee,20,7,126,81,25,4,4,3.0
knee,20,7,126,82,23,4,4,3.0
knee,20,7,126,83,23,4,4,3.0
knee,20,7,126,84,27,4,4,3.0
knee,20,7,126,85,25,6,6,3.0
knee,20,7,126,86,25,6,6,3.0
knee,20,7,126,87,25,4,4,3.0
knee,20,7,126,88,25,4,4,3.0
knee,20,7,126,89,25,6,6,3.0
knee,20,7,126,90,25,6,6,3.0
knee,20,7,126,91,25,6,6,3.0
knee,20,7,126,92,25,4,4,3.0
knee,20,7,126,93,25,6,6,3.0
knee,20,7,126,94,25,4,4,3.0
knee,20,7,126,95,27,6,6,3.0
knee,20,7,126,96,27,6,6,3.0
knee,20,7,126,97,27,6,6,3.0
knee,20,7,126,98,27,6,6,3.0
knee,20,7,126,99,29,6,6,3.0
knee,20,7,126,100,29,6,6,3.0
knee,20,7,127,55,13,2,2,13.0
knee,20,7,127,56,33,6,6,13.0
knee,20,7,127,57,51,10,10,13.0
knee,20,7,127,58,69,12,12,13.0
knee,20,7,127,59,81,16,16,13.0
knee,20,7,127,60,89,18,18,13.0
knee,20,7,127,62,107,20,20,13.0
knee,20,7,127,63,117,22,22,13.0
knee,20,7,127,64,109,22,22,13.0
knee,20,7,127,65,105,20,20,13.0
knee,20,7,127,66,103,20,20,13.0
knee,20,7,127,69,115,24,24,13.0
knee,20,7,127,70,115,24,24,13.0
knee,20,7,127,71,117,22,22,13.0
knee,20,7,127,72,113,20,20,13.0
knee,20,7,127,73,109,20,20,13.0
knee,20,7,127,76,117,22,22,13.0
knee,20,7,127,77,115,22,22,13.0
knee,20,7,127,78,113,22,22,13.0
knee,20,7,127,79,105,22,22,13.0
knee,20,7,127,83,147,28,28,13.0
knee,20,7,127,84,147,28,28,13.0
knee,20,7,127,85,149,28,28,13.0
knee,20,7,127,86,149,28,28,13.0
knee,20,7,127,90,171,32,32,13.0
knee,20,7,127,91,157,30,30,13.0
knee,20,7,127,92,143,28,28,13.0
knee,20,7,127,93,125,26,26,13.0
knee,20,7,128,55,7,2,2,23.0
knee,20,7,128,56,17,4,4,22.0
knee,20,7,128,57,39,8,8,21.0
knee,20,7,128,58,47,10,10,21.0
knee,20,7,128,59,59,12,12,23.0
knee,20,7,128,60,63,12,12,24.0
knee,20,7,128,61,69,14,14,24.0
knee,20,7,128,62,93,18,18,26.0
knee,20,7,128,63,109,22,22,26.0
knee,20,7,128,64,127,24,24,24.0
knee,20,7,128,65,139,26,26,24.0
knee,20,7,128,69,175,34,34,25.0
knee,20,7,128,70,179,34,34,25.0
knee,20,7,128,71,171,34,34,24.0
knee,20,7,128,76,199,38,38,26.0
knee,20,7,128,77,209,42,42,26.0
knee,20,7,128,83,261,50,50,28.0
knee,20,7,128,84,251,48,48,29.0
knee,20,7,128,90,307,60,60,26.0
knee,20,7,128,91,299,60,60,26.0
knee,20,7,129,55,7,2,2,6.0
knee,20,7,129,56,15,2,2,6.0
knee,20,7,129,57,19,4,4,6.0
knee,20,7,129,58,23,4,4,6.0
knee,20,7,129,59,27,6,6,6.0
knee,20,7,129,60,37,6,6,6.0
knee,20,7,129,61,37,8,8,6.0
knee,20,7,129,62,37,8,8,6.0
knee,20,7,129,63,39,8,8,6.0
knee,20,7,129,64,39,8,8,6.0
knee,20,7,129,65,45,8,8,6.0
knee,20,7,129,66,49,10,10,6.0
knee,20,7,129,67,45,10,10,6.0
knee,20,7,129,68,47,8,8,6.0
knee,20,7,129,69,45,10,10,6.0
knee,20,7,129,70,45,8,8,6.0
knee,20,7,129,71,43,8,8,6.0
knee,20,7,129,72,43,8,8,6.0
knee,20,7,129,73,43,8,8,6.0
knee,20,7,129,74,45,8,8,6.0
knee,20,7,129,75,47,10,10,6.0
knee,20,7,129,76,47,10,10,6.0
knee,20,7,129,77,49,10,10,6.0
knee,20,7,129,78,51,10,10,6.0
knee,20,7,129,79,55,10,10,6.0
knee,20,7,129,80,55,10,10,6.0
knee,20,7,129,81,55,10,10,6.0
knee,20,7,129,82,55,10,10,6.0
knee,20,7,129,83,55,10,10,6.0
knee,20,7,129,84,55,10,10,6.0
knee,20,7,129,85,55,10,10,6.0
knee,20,7,129,86,55,12,12,6.0
knee,20,7,129,87,57,12,12,6.0
knee,20,7,129,88,51,10,10,6.0
knee,20,7,129,89,51,10,10,6.0
knee,20,7,129,90,49,10,10,6.0
knee,20,7,129,91,57,10,10,6.0
knee,20,7,129,92,55,12,12,6.0
knee,20,7,129,93,55,12,12,6.0
knee,20,7,129,94,57,12,12,6.0
knee,20,7,129,95,57,10,10,6.0
knee,20,7,129,96,57,10,10,6.0
knee,20,7,129,97,53,10,10,6.0
knee,20,7,129,98,49,10,10,6.0
knee,20,7,129,99,51,10,10,6.0
knee,20,7,129,100,49,10,10,6.0
knee,20,7,130,55,7,2,2,5.0
knee,20,7,130,56,15,2,2,5.0
knee,20,7,130,57,17,4,4,5.0
knee,20,7,130,58,23,4,4,5.0
knee,20,7,130,59,25,4,4,5.0
knee,20,7,130,60,27,6,6,5.0
knee,20,7,130,61,25,4,4,5.0
knee,20,7,130,62,25,6,6,5.0
knee,20,7,130,63,27,6,6,5.0
knee,20,7,130,64,35,6,6,5.0
knee,20,7,130,65,39,8,8,5.0
knee,20,7,130,66,39,8,8,5.0
knee,20,7,130,67,37,8,8,5.0
knee,20,7,130,68,33,6,6,5.0
knee,20,7,130,69,31,6,6,5.0
knee,20,7,130,70,33,6,6,5.0
knee,20,7,130,71,35,6,6,5.0
knee,20,7,130,72,37,6,6,5.0
knee,20,7,130,73,39,8,8,5.0
knee,20,7,130,74,37,8,8,5.0
knee,20,7,130,75,45,6,6,5.0
knee,20,7,130,76,45,10,10,5.0
knee,20,7,130,77,45,8,8,5.0
knee,20,7,130,78,45,8,8,5.0
knee,20,7,130,79,47,8,8,5.0
knee,20,7,130,80,43,8,8,5.0
knee,20,7,130,81,39,8,8,5.0
knee,20,7,130,82,37,8,8,5.0
knee,20,7,130,83,37,8,8,5.0
knee,20,7,130,84,37,8,8,5.0
knee,20,7,130,85,37,8,8,5.0
knee,20,7,130,86,35,6,6,5.0
knee,20,7,130,87,37,8,8,5.0
knee,20,7,130,88,37,8,8,5.0
knee,20,7,130,89,37,8,8,5.0
knee,20,7,130,90,41,8,8,5.0
knee,20,7,130,91,43,8,8,5.0
knee,20,7,130,92,45,8,8,5.0
knee,20,7,130,93,45,8,8,5.0
knee,20,7,130,94,47,8,8,5.0
knee,20,7,130,95,45,10,10,5.0
knee,20,7,130,96,45,8,8,5.0
knee,20,7,130,97,45,8,8,5.0
knee,20,7,130,98,41,8,8,5.0
knee,20,7,130,99,39,8,8,5.0
knee,20,7,130,100,39,8,8,5.0
knee,32,5,121,55,7,2,2,9.0
knee,32,5,121,56,17,4,4,9.0
knee,32,5,121,57,29,6,6,9.0
knee,32,5,121,58,35,6,6,9.0
knee,32,5,121,59,43,8,8,9.0
knee,32,5,121,60,53,10,10,9.0
knee,32,5,121,61,55,12,12,9.0
knee,32,5,121,62,59,12,12,9.0
knee,32,5,121,63,61,12,12,9.0
knee,32,5,121,64,65,14,14,9.0
knee,32,5,121,65,71,14,14,9.0
knee,32,5,121,66,77,14,14,9.0
knee,32,5,121,67,77,16,16,9.0
knee,32,5,121,68,75,16,16,9.0
knee,32,5,121,69,81,16,16,9.0
knee,32,5,121,70,87,16,16,9.0
